가수명,노래제목,발매일,가사,좋아요수
벤,180도,2018-12-07,사랑 다 비슷해 그래 다 비슷해너는 다르길 바랐는데넌 뭐가 미안해 왜 맨날 미안해헤어지는 날조차 너는 이유를 몰라이젠 180도 달라진너의 표정 그 말투너무 따뜻했던 눈빛 네 향기까지도정말 너무나도 달라진우리 사랑 또 추억아직 그대로인데 난이젠 180도 변해버린지금 너와 나남자는 다 비슷해 그래 다 비슷해너는 아니길 바랐는데말로만 사랑해 거짓말 그만해헤어지는 날조차 왜 넌 이유를 몰라이젠 180도 달라진너의 표정 그 말투너무 따뜻했던 눈빛 네 향기까지도정말 너무나도 달라진우리 사랑 또 추억아직 그대로인데 난이젠 180도 변해버린지금 너와 나사랑해 말하지 않아도너의 눈에 쓰여 있었던그때가 참 그리워이젠 180도 변해버린너와 나의 약속익숙해진 변명 거짓말까지도모두 진심이라 믿었던바보 같던 내 사랑전부 지쳐버렸어 난이젠 180도 변해버린지금 너와 나이젠 너무나도 그리워진그때 너와 나,165996
스탠딩 에그,바보야 (With 이해리 of 다비치),2017-10-25,제발 다가오지 마 더 이상은나를 사랑한다는 그런 말은 하지 마제발 날 내버려 둬 더 이상은위로받을 때만 나를 찾지 마잠시 망설이지만 또 전화를 받아기다렸다는 듯이 또 너를 만나바보야 아프단 말하지 마내가 더 힘들잖아 아픔만 나눠주고또다시 떠날 거잖아 그녀에게 돌아가그녀 맘에 숨겨 놓은네 사랑을 꺼내와남김없이 다 가져와참고 또 참아 봐도 또 너를 원해후회할걸 알면서 또 너를 만나바보야 아프단 말하지 마내가 더 힘들잖아 아픔만 나눠주고또다시 떠날 거잖아 그녀에게 돌아가그녀 맘에 숨겨 놓은네 사랑을 꺼내와남김없이 다 가져와내 눈을 피하지 마단 한 번이라도 좋아더 이상은 그녀를 찾아가지 않겠다고말 좀 해봐 사랑하지 않는다고거짓말이라도 괜찮아바보야 그녀에게 가지 마네가 더 힘들잖아사랑만 모두 주고또다시 아플 거잖아나에게로 돌아와그녀 맘에 숨겨 놓은네 사랑을 꺼내와남김없이 다 가져와표정은 굳어가면서담배만 피워대면서미안하단 말하지 마네 말 끝에 내 맘이 타,24585
김나영,널 떠올리는 밤,2018-11-15,너였던 날들도 지나갔나 봐이렇게 혼자인걸 보니우리 마지막 그날도바람마저 쓸쓸했던오늘 같은 밤불어오는 가을 바람에게 물었어누군가 미칠 듯그리워질 때가 있냐고떠올린 순간부터가슴이 아파오는그런 사람이 잊지 못할 사랑이네가 있었던 이 밤함께 했었던 이 밤깊어질수록 자꾸 네가 떠오르는 밤여전히 너라고이렇게 널 불러보면네게 닿을까넌 곁에 없지만널 떠올리는 밤정말 잘 지내다가도문득 네가 떠오르는오늘 같은 밤서로 더 좋아한다고 말하던누구보다 행복했었던 그때의 너와 나떠올린 순간부터너무 그리워지는그런 우리를 잊을 수가 없나 봐네가 있었던 이 밤함께 했었던 이 밤깊어질수록 자꾸 네가 떠오르는 밤여전히 너라고이렇게 널 불러보면네게 닿을까넌 곁에 없지만널 떠올리는 밤사랑한다 했었잖아영원하자 했던 너잖아너 없이 난혼자 남아 울고 있잖아네가 사라진 이 밤너와 멀어진 이 밤익숙해지지 않아 너 없이 도저히 난한번만 단 한번만사랑했던 날 돌아봐날 떠나지마넌 곁에 없지만널 떠올리는 밤,5793
윤건,너도 그냥 날 놓아주면 돼,2018-11-29,반복돼 오늘도 이렇게 힘겨운 스물네 시간반복돼 오늘도 머리속엔온통 너라는 사람또 반복해 오늘도 너에게하지 못한 말수없이 반복해 나도 모르게 너와 함께 듣던 이 노래마지막까지 날 걱정해주던 니 눈빛 잘 알아그만큼 우리 미치도록 사랑했잖아늘 안쓰러워하던 그날들이 지나가면이젠 너도 맘 아플 일 없을 거니까흔들리지마 이젠 나는 괜찮아너도 이젠 너의 갈길 그대로 그냥 가면 돼내가 널 놓을 수 있게 너도 그냥 날 놓아주면 돼아픈 기억들만 내게 두고 제발 가반복돼 오늘도 이렇게멍청히 하루가또 반복해 나도 모르게너와 함께 듣던 이 노래마지막까지 날 위로해주던 니 눈물 잘 알아그만큼 우리 미치도록 힘들었잖아사랑한 만큼 아프던 그날들이 지나가면이젠 너도 좋은 기억만 남을 거니까흔들리지마 이젠 나는 괜찮아너도 이젠 너의 갈길 그대로 그냥 가면 돼내가 널 놓을 수 있게 너도 그냥 날 놓아주면 돼좋은 기억들만 가지고 제발 가네가 잘 지냈으면 좋겠어행복하면 더 좋고흔들리지마 이젠 나는 괜찮아너도 이젠 너의 갈길 그대로 그냥 가면 돼내가 널 놓을 수 있게 너도 그냥 날 놓아주면 돼아픈 기억들만 내게 두고 제발 가 제발 가,132245
권진아,그녀가 되길,2016-09-19,나 알고 싶어요 알고 싶어요너를 오늘보다 오늘보다 더 사랑하는 법너무 어려워요 어려워요항상 난 나만 아는 나만 아는 어린 소녀라서난 오늘도 꿈꿔요 그녀가 되길그녀가 되길 슬픈 그댈 위해난 오늘도 기도해요 넌 나로 인해나로 인해서 행복하기를현명하게 성숙하게 지혜롭게 그댈 즐겁게아름답게 따뜻하게난 오늘도 꿈꿔요 그녀가 되길그녀가 되길 슬픈 그댈 위해난 오늘도 기도해요 넌 나로 인해나로 인해서 행복하기를난 오늘도 꿈꿔요 그녀가 되길그녀가 되길 슬픈 그댈 위해난 오늘도 기도해요 넌 나로 인해나로 인해서 이 삶에 빛이 가득하게난 오늘도 꿈꿔요 그녀가 되길그녀가 되길 슬픈 그댈 위해난 오늘도 기도해요 넌 나로 인해나로 인해서 행복하기를나 알고 싶어요 알고 싶어요너를 오늘보다 오늘보다 더 사랑하는 법,8070
이소라,슬픔 속에 그댈 지워야만 해 (이현우),2011-10-30,창가에 불어오는 가을바람은텅빈 마음을 스쳐 가는데차가워진 벽에 기대어 멀리 밝아오는새벽하늘 바라 보아요보고 싶지만 가까이 갈 수 없어이젠 그대 곁을 떠나 가야해외로웠었던 나의 메마른 그 두 눈에 길고 따뜻한 사랑을 주었던그대 곁을 이제 떠나는 것을후회할지도 모르지만그댈 사랑하기 때문이야그대만을 사랑하는 걸 잊을 수는 없지만슬픔 속에 그댈 지워야만해눈부신 햇살아래 많은 사람들은웃음 지으며 걷고 있지만차갑게만 느껴지는 가을하늘처럼온 세상이 낯설게 보여사랑하지만 떠날 수밖에 없어지금 이순간이 너무 힘들어어두웠지만 나는 알 수 있었어그대눈가에 흐르는 눈물이난 그대에게 상처만을 주지만언젠간 내마음을 이해할 수 있겠지그대 곁을 이제 떠나는 것을 후회할지도 모르지만그댈 사랑하기 때문이야그대만을 사랑하는 걸 잊을 수는 없지만슬픔 속에 그댈 지워야만해사랑하는 그대여 안녕,6877
다비치,내가 더 사랑하는 일,2018-01-25,네가 곁에 없는 것보다 날 외롭게 하는 건우리 이제 멀어진 걸 아는데 혼자 여전히 네 생각뿐인 나왜 같은 마음일 수 없니왜 이렇게 애써 사랑을 지켜야 하니후련하게 네 마음을 내게 말해주겠니더 많이 사랑하는 게 잘못인 거니처음 우리 좋았었는데 더 바랄게 없었지바쁜 날도 잠깐 보고 싶다며 집 앞에서 날 기다려주던 너왜 같은 마음일 수 없니왜 이렇게 애써 사랑을 지켜야 하니후련하게 네 마음을 내게 말해주겠니더 많이 사랑하는 게 잘못인 거니변해버린 널 알지만 그래도 이것도 사랑이란 걸 알아왜 나만 이렇게 아프니왜 시간은 우리를 점점 시들게 하니후련하게 네 마음을 내게 말해주겠니더 많이 사랑하는 게 내 잘못인 거니,6053
김나영,그 한마디,2018-11-15,내가 이 길의 끝에 선 이유한마디도 못하고 와있던 나아무 데도 닿지 못할 걸알아서 슬퍼져눈을 감아도 느껴지는네 마음 외면하고 온 이유한마디도 못하고 등 돌려혼자 있던 날나를 더 원망했었어날 떠나가지 말아 줘그 말이 뭐 그리날 잊지 말아 달라고그 말을 또 못했어그 한마디가 난 바보같이진심을 전하지 못해 다시 또 작아져또 난내가 이 길을 다시 돌아가도달라지는 게 없을 우리가눈 감아도 보여서더 아무것도 못 하는나를 더 원망했었어날 떠나가지 말아 줘그 말이 뭐 그리날 잊지 말아 달라고그 말을 또 못했어그 한마디가 난 바보같이진심을 전하지 못해 다시 또 작아져또 난이대로 너를 떠나 보낸다면안 될 것 같아 정말네가 있어야 해네가 있어야만 하니까날 떠나가지 말아 줘그 말이 뭐 그리날 잊지 말아 달라고그 말을 또 못하고그 한마디를 네 뒷모습에 조차도전하지 못해 다시 또 작아져또 난 이대로,23973
2NE1,아파 (Slow),2010-09-09,내가 준 신발을 신고그녀와 길을 걷고아무렇지 않게 그녀와 kiss하고내가 준 향수 뿌리고그녀를 품에 안고나와 했던 그 약속 또 다시 하겠죠우린 이미 늦었나 봐요우리 사랑 끝난 건가요아무 말이라도 좀 내게 해줘요 Oh우리 정말 사랑했잖아되돌릴 순 없는 건가요오늘밤 나 많이 아파요변했니 네 맘 속에이제 난 더 이상 없는 거니난 널 널 생각하면 너무 아파아파 아파아무것도 아니란 듯내 눈물 바라보고태연하게 말을 또 이어가고아니란 말 못하겠다고그 어떤 미련도후회도 전혀 없다고잔인하게 말했죠우린 이미 늦은 건가요우리 사랑 끝난 건가요거짓말이라도 좀 아니라고 해줘요이젠 더 잘할 수 있는데다시 만날 수는 없지만오늘 밤 나 많이 아파요변했니 네 맘 속에이제 난 더 이상 없는 거니난 널 널 생각하면 너무 아파아파 아파더 이상 예전의 네가 아니야내가 사랑한 너와지금의 네가 너무도 달라서그저 멍하니 멀어지는널 바라보고만 서서 울었어No way I can't recognizeyou're not mine anymore변해야 했니 돌아올 순 없니꼭 변해야 했니 돌아와줄 순 없니변해야 했니 돌아올 순 없니왜 변해야 하니 계속 사랑할 순 없니끝인 거니 네 맘 속에이제 난 더 이상 없는 거니난 널 널 생각하면너무 아파 아파 아파아파 아파아파 아파,42228
아이유,느리게 하는 일,2010-12-09,느리게 느리게 느리게그대를 잊으려 해요빠르게 빠르게 가는 시간보다 더천천히 잊으려 해요그대가 알면 알게 된다면서운할 지 몰라서느릿느릿하게 잊는 버릇 들여가죠조금만 더 사랑할게요조금만 더 기억할게요바닥에 흘린 이 눈물이마를 때까지만오늘만 더 견뎌볼게요오늘만 더 기다릴게요내 생각나고 그러면언제든지 보러 와줘요싫은데 싫은데 싫은데거짓말 하게 되네요그래서 그래서 우리 헤어진 일을아무도 모르고 있죠그대가 알면 알게 된다면뭐라 할 지 몰라서그댈 물어보면 잘 지낸다 대답하죠조금만 더 사랑할게요조금만 더 기억할게요바닥에 흘린 이 눈물이마를 때까지만오늘만 더 견뎌볼게요오늘만 더 기다릴게요내 생각나고 그러면언제든지 보러 와줘요가끔은 그대가 미워요문득 혼자라고 느껴질 때별 거 아닌 일에울고 말 때 그럴 때그래도 나 사랑할래요그래도 나 기억할래요이별이 남긴 이 아픔이멈출 때까지만며칠만 더 견뎌볼래요며칠만 더 기다릴래요언젠가는 돌아와 잘못했다 하고미안하다 하고다시 시작하자 할까 봐,48842
김나영,가끔 내가,2014-06-27,무슨 말이라도 좀 해봐잘못 나온 말이 였다고헤어지잔 너의 그 말에털석 주저 앉은 날 그냥 바라보고 있는 너그런거니 내손조차 잡을수도 없을만큼 내가 싫어졌니날 사랑했던 니가 니가 멀어져가 늘 나만알던 니맘 니맘 남겨둔채나 혼자 갖긴 너무 힘든 다 지워 내긴 너무 많은우리 사랑을 혼자하기엔 너무 아파난 좀 다를 것만 같았어이별을 한 뒤에도 쉽게 잊을거라 믿었어근데 가끔 숨도 쉬지 못할 만큼 너무아파 그냥 울고 있어날 사랑했던 니가 니가 멀어져가 늘 나만알던 니맘 니맘 남겨둔채나 혼자 갖긴 너무 힘든 다 지워 내긴 너무 많은우리 사랑을 혼자하기엔 너무 아파더 얼마나 아파야 내가 떠난 너를 그래 너를 잊을수가 있을까아무리 널 지워봐도 매일 넌 그 자리에 널 사랑하는 내가 내가 여기있어수많았던 추억 모두 간직한 채혹시라도 가끔 니가힘들어서 가끔 내가그리울때면 미안해말고 내게 와줘그래 가끔 내가 생각날땐,49080
정키,니가 내 곁에 머물렀던 시간 (Feat. 육성재 of BTOB),2018-12-05,무슨 말이든 해 봐울고만 있지 말고또 짓궂은 장난이라고자주 다퉜긴 해도요즘 괜찮았잖아왜 이제 와 이러는 건지함께 나눈 추억이 많아서맘처럼 쉽지 않아서더는 만질 수도 볼 수도 없는데어떻게 그래매일 밤을 새던 그 전화도지겹던 그 다툼들도이 순간도 그리워니가 내 곁에 머물렀던 시간오늘은 어땠는지힘들진 않았는지또 말 못 할 고민들 속에붙잡으면 멈출까돌아서면 잊을까난 준비도 못 했었는데함께 나눈 추억이 많아서맘처럼 쉽지 않아서더는 만질 수도 볼 수도 없는데어떻게 그래매일 밤을 새던 그 전화도지겹던 그 다툼들도이 순간도 그리워니가 내 곁에 머문 시간실감이 안 나서 다시 물었어내겐 익숙한 네 목소리그 온기로도 나는 알 수 있었다고정말 할 말들이 많았는데아무 말도 할 수 없었어헤어진단 게 내겐너의 곁에 머물던 시간이이젠 다 거짓말 같아서나의 하루가 너로 물들던추억들에 난매일 밤새 듣던 목소리가안았던 그 온기들이왜 이렇게 그리워마치 꿈처럼 아련해서못 잊어니가 내 곁에 머물렀던 시간,27569
김나영,그래 그래,2016-10-18,그래 그래 헤어지자그래 우리 헤어지자내 사랑이 니 마음에들지 않다면 그래 그래나도 너를 싫어해서그래 라고 그런게 아니야니 두 눈에 내 모습이보이지 않아서 너를 보내는 거야사랑한대로 사랑한 그대로 난점점 멀어지는 널 바라보고 있어너 없는 채로 텅텅 빈 이대로 난아무 말도 못한 채그냥 아파해야만 했어유난히도 따뜻했던 오늘우린 왜 이별을 한거야많은 사람들 중에서나만 울게 하고 그냥 떠나면 되니사랑한대로 사랑한 그대로 난점점 멀어지는 널 바라보고 있어너 없는 채로 텅텅 빈 이대로 난아무 말도 못한 채이대로 널 보내고 서있어그럼 안되잖아 날 혼자 버려두고모른 척 그냥 다른 사랑하면잠시 거짓말이라도 난 괜찮아날 잊지 말아줘사랑한 때로 너와 나 그때로 난아주 잠시라도 돌아갈 순 없을까너 없는 채로 너 없인 이대로 나견디지 못하는걸누구보다 니가 잘 알잖아,17024
김나영,헤어질 수 밖에,2017-10-20,밤하늘 속 별처럼너와 내가 눈부셨던기억 추억 너무 많아서우리 사랑도 별빛 같았어영원할 줄 알았던우린 오늘 무너지고 말았어그만 하자는 너의 한마디 말에더 사랑 못하고헤어질 수 밖에 없는 우리더는 우리가보낼 시간조차 없게헤어질 수 밖에 없는 우리어떻게 하면 나돌아서는 너처럼쉽게 떠나 보낼 수 있을까꿈인 줄만 알았어꿈이기를 눈을 감고 빌었어숨이 막혀서 아무 말도 못하고잡을 수도 없이헤어질 수 밖에 없는 우리더는 우리가보낼 시간조차 없게헤어질 수 밖에 없는 우리어떻게 하면 나돌아서는 너처럼쉽게 떠나 보낼 수 있을까오랜 시간 함께 해왔던우리 이름과 모습 기억들 전부 다그래 전부 다 흘러잊혀질 수 밖에 없는 우리그래 우리가 함께 했던 기억 모두다 잊혀질 수 밖에 없는 우리시간 지나면 언젠가돌아서던 너처럼떠난 너를 잊을 수 있을까,47230
