가수명,노래제목,발매일,가사,좋아요수,순위
#안녕,너의 번호를 누르고 (Prod. 영화처럼),2019-11-30,우연히 너를 만나서너의 옆자리에 앉아그렇게 우린 친해졌어짧은 시간에 그렇게가까워질 수 있다는게그게 참 신기했어소소한 일상부터어린 시절 얘기 까지도그리 똑같진 않아도말이 참 잘 통해서더 짧았던 거야너의 번호를 누르고설레임을 가득 채우다너의 번호를 지우며좋았던 시간을 덜어내그때 난 왜 몰랐을까이뤄질 수 없는짧은 시간속의우린 여기 까지인 가봐어쩌다 먼 훗날에그때 우리 약속 기억 날까아쉬움만 가득했던그때 난 왜 그랬을까너의 번호를 누르고설레임을 가득 채우다너의 번호를 지우며좋았던 시간을 덜어내그때 난 왜 몰랐을까이뤄질 수 없는짧은 시간속의우린 여기까지인 가봐아무일 없이 살다보면모두 잊혀질거라또 맘을 속이고 달래도자꾸만 그 때 니가 생각나또 너를 부르게 돼너의 번호를 누르고설레임을 가득 채우다너의 번호를 지우며좋았던 시간을 덜어내그때 난 왜 몰랐을까이뤄질 수 없는짧은 시간속의스쳐가버린그 때 그 시절 속의우린 여기까지인 가봐,109844,40
김종국,I LUV U (with 미란이),2022-07-06,서로 눈빛만 봐도 아는 말한없이 들어도 모자란 말서로 말하지 않아도 아는 말입술에 매일 맺혀있는 그 말 I Luv U우리 처음 만났던그 순간 그 시간이 아직도 설레여있잖아 그 좋은 느낌딱 맞는 그 느낌 운명일것만 같은그렇게 우리 둘의 첫 만남은운명처럼 시작된거야널 만난 순간부터 지금까지나라는 세상은 온통 너뿐이야이제 눈빛만 봐도 아는 말한없이 들어도 모자란 말서로 말하지 않아도 아는 말입술에 매일 맺혀있는 그 말 I Luv UI Luv U I Luv UI just wanna say I Luv U말로는 다 표현 못해그래도 자신있게 난 말할 수 있는걸내 생에 지금 가장 행복한 건너를 만나서 사랑한 일이제는 니가 없는 세상은상상도 할수 없는걸 알고있니너의 눈빛만 봐도 아는 말한 없이 들어도 모자란 말서로 말하지 않아도 아는 말입술에 매일 맺혀있는 그 말 I Luv Ufallin' 있을 거야 너의 옆자리눈빛 만 봐도 들려 너의 목소리이건 잠깐 하는 말이 아냐 영원히yeah yeah말해줄 거야 외롭지 않게힘든 하루 속에 넌 나의 map너도 말해주기를 설레어 매일 baby있어줘 그대로 너는 매번 좋아 배로우리 사이는 better푸른 하늘 따스한 햇살보다밤하늘에 반짝이는 별보다내게는 세상 가장 빛나는 너오직 너에게만 할 수 있는 말 I luv UI Luv u I Luv uI just wanna say I Luv UU the one U the oneU are the one I Luv U,5535,41
멜로망스,선물,2017-07-10,빛이 들어오면 자연스레 뜨던 눈그렇게 너의 눈빛을 보곤사랑에 눈을 떴어항상 알고 있던 것들도 어딘가새롭게 바뀐 것 같아남의 얘기 같던 설레는 일들이내게 일어나고 있어나에게만 준비된 선물 같아자그마한 모든 게 커져만 가항상 평범했던 일상도특별해지는 이 순간별생각 없이 지나치던 것들이이제는 마냥 내겐 예뻐 보이고내 맘을 설레게 해항상 어두웠던 것들도 어딘가빛나고 있는 것 같아남의 얘기 같던 설레는 일들이내게 일어나고 있어나에게만 준비된 선물 같아자그마한 모든 게 커져만 가항상 평범했던 일상도특별해지는 이 순간너를 알게 된 뒤 보이는모든 것들이 너무 예뻐 보여그렇게 신난 아이처럼순수한 사람이 된 것 같아나에게만 준비된 선물 같아자그마한 모든 게 커져만 가항상 평범했던 일상도특별해지는 이 순간깊은 사랑에 빠진 순간,334477,42
HYNN (박혜원),시든 꽃에 물을 주듯,2019-03-31,아무말도 아무것도여전히 넌 여기 없고널 원하고 널 원해도 난 외롭고꽃이 피고 진 그 자리끝을 몰랐었던 맘이깨질 것만 같던 그때 우리 음시든 꽃에 물을 주듯싫은 표정조차 없는결국엔 부서진 여기 우리 음다 잊었니 말없이 다 잊었니사랑한단 말로 날 가둬둔 채로넌 잊었니 난 잊지 못하나봐바보처럼 기다려 난 오늘도어쩌다 이렇게 됐지너무 예뻤잖아 둘이매일 설레였지 그때 우린 음시든 꽃에 물을 주듯싫은 표정조차 없는결국엔 부서진 여기 우리다 잊었니 말없이 다 잊었니사랑한단 말로 날 가둬둔 채로넌 잊었니 난 잊지 못하나봐바보처럼 기다린바보처럼 빈 자릴 붙잡는 나차라리 다 끝났다고 말해줘이기적인 그 침묵에 또 나만바보처럼 미련한내가 미워아무말도 아무것도여전히 넌 여기 없고널 원하고 널 원해도 난 지쳐가,204577,43
아이유,밤편지,2017-03-24,이 밤 그날의 반딧불을당신의 창 가까이 보낼게요음 사랑한다는 말이에요나 우리의 첫 입맞춤을 떠올려그럼 언제든 눈을 감고음 가장 먼 곳으로 가요난 파도가 머물던모래 위에 적힌 글씨처럼그대가 멀리 사라져 버릴 것 같아늘 그리워 그리워여기 내 마음속에모든 말을 다 꺼내어 줄 순 없지만사랑한다는 말이에요어떻게 나에게그대란 행운이 온 걸까지금 우리 함께 있다면 아얼마나 좋을까요난 파도가 머물던모래 위에 적힌 글씨처럼그대가 멀리 사라져 버릴 것 같아또 그리워 더 그리워나의 일기장 안에모든 말을 다 꺼내어 줄 순 없지만사랑한다는 말이 밤 그날의 반딧불을 당신의창 가까이 띄울게요음 좋은 꿈 이길 바라요,445471,44
휘인 (Whee In),"너, 너 (N번째 연애 X 휘인 (Whee In))",2022-02-13,하루 종일 집에 누워서전화기만 보고 있잖아내 머릿속은네 생각들로만 짜여져 있어날 찾지 않아도좋아하지 않아도이제는 느낄 수 있어바라보지 않아도다른 사람에게 마음을 줘도이제는 견딜 수 있어어두운 방 안에서혼자 있는 나 그리고 하네가 불러주지 않아도난 괜찮아 난 괜찮아날 찾지 않아도좋아하지 않아도이제는 느낄 수 있어바라보지 않아도다른 사람에게 마음을 줘도이제는 견딜 수 있어어두운 방 안에서혼자 있는 나 그리고 하네가 불러주지 않아도난 괜찮아 난 괜찮아언젠가는 다시돌아와 주길 와 주길언젠가는 꼭 다시 볼 수 있기를볼 수 있기를어두운 방 안에서혼자 있는 나 그리고 하네가 불러주지 않아도난 괜찮아 난 괜찮아어두운 방 안에서혼자 있는 나 그리고 하네가 불러주지 않아도난 괜찮아 난 괜찮아,40627,45
헤이즈 (Heize),비가 오는 날엔 (2021),2021-08-04,세상이 어두워지고조용히 비가 내리면여전히 그대로오늘도 어김없이 난벗어나질 못하네너의 생각 안에서이제 끝이라는 걸 알지만미련이란 걸 알지만이제 아닐 걸 알지만그까짓 자존심에널 잡지 못했던 내가조금 아쉬울 뿐이니까비가 오는 날엔 나를 찾아와밤을 새워 괴롭히다비가 그쳐가면 너도 따라서서서히 조금씩 그쳐가겠지취했나 봐그만 마셔야 될 것 같애비가 떨어지니까나도 떨어질 것 같애뭐 네가 보고 싶다거나그런 건 아냐다만 우리가 가진 시간이 좀날카로울 뿐참 좋아했었던 이런 날이면아직 너무 생생한기억을 꺼내놓고추억이란 덫에일부러 발을 들여놔벗어나려고 발버둥조차치지 않아이제 너를 다 지워냈지만모두 다 비워냈지만또다시 비가 내리면힘들게 숨겨놨던너의 모든 기억들이다시 돌아와 널 찾나 봐비가 오는 날엔 나를 찾아와밤을 새워 괴롭히다비가 그쳐가면 너도 따라서서서히 조금씩 그쳐가겠지너에게로이젠 돌아갈 길은 없지만지금 행복한 너를 보며난 그래도 웃어볼게널 잡을 수 있었던힘이 내겐 없었으니까어차피 끝나버린 걸 이제 와어쩌겠어뒤늦게 후회나 하는 거지덜 떨어진 애처럼비는 항상 오니까계속 반복되겠지그치고 나면 그제서야나도 그치겠지비는 항상 오니까계속 반복되겠지그치고 나면 그제서야나도 그치겠지,73167,46
폴킴,어제처럼,2022-02-27,Trust the warmth insideCan you feel my love alive어제처럼오늘도 아무 일 없는 듯이그리고Please don't tell me why이렇게 돌아서지만나를 떠나가는 이유를난 묻진 않을게요내게 이런 말 하기가쉽진 않았을 거야생각해 봤어얼마나 어려웠을지다만슬픈 내 눈물에돌아설 수 없어멈출 사랑으로안을까 봐난 너무나 두려울 뿐이죠So babyTrust the warmth insideCan you feel my love alive어제처럼오늘도 아무 일 없는 듯이그리고Please don't tell me why이렇게 돌아서지만나를 떠나가는 이유를난 묻진 않을게요네겐 너무나 부족한나를 알고 있기에다짐해 왔어언젠가 이별이 오면그땐떠난 내 마음이미안하지 않게좋은 추억으로간직하게널 웃으며 보내준다고Faith is all we needIt was love that set us free처음처럼이별은 아무런 얘기 없이하지만Love forever lives다시는 볼 수 없어도나의 가슴속엔 언제나그대 영원하겠죠언젠가 내 모습 또다시처음처럼 그립다면그냥 돌아오면 돼Don't you know I love youFaith is all we needIt was love that set us free처음처럼이별은 아무런 얘기 없이하지만Love forever lives다시는 볼 수 없어도나의 가슴속엔 언제나그대 영원하겠죠,39456,47
길구봉구,좀 더 안아줄걸,2022-07-15,노을 지는 밤이면 자꾸 네가 생각나덜컥 가슴이 내려앉는 기분이 들었어몰라줬었던 네 마음이이제야 이해가 되지만아무 소용 없는 거 알아그때 내가 널 좀 더 안아줄 걸 그랬나 봐그랬다면 우리 지금과는 다를 텐데잔소리 같던 말들이어느 때보다 그리워사랑을 두고 널 놓쳐버린 내가 싫어툭하면 바쁘다는 핑계로 널 피하고불안해지게 만들었던 그때가 생각나아무 말 없이 참아줬던소중함을 몰랐던 나는뒤늦은 후회만 남았어그때 내가 널 좀 더 안아줄 걸 그랬나 봐그랬다면 우리 지금과는 다를 텐데잔소리 같던 말들이 어느 때보다 그리워사랑을 두고 널 놓쳐버린내가 너무 싫어숨처럼 편하게만 생각했던 너라서언제라도 곁에 있을 줄 알았나 봐너를 보내고 나서야 깨달아서온몸이 아프도록 네가 보고 싶어져네가 날 떠나던 그날그때조차 난 몰랐어금방 다시 돌아올 줄만 알았어그때 내가 널 좀 더 안아줄 걸 그랬나 봐그랬다면 우리 지금과는 달라졌을까잔소리 같던 말들이 어느 때보다 그리워사랑을 두고 널 놓쳐버린 내가 싫어,3654,48
멜로망스,초대,2022-05-03,네가 떠올라 얼어붙었던내게 손 내밀어 준 널맞이할 준비를 해기분 좋게 내린 햇살을 보고반가운 마음으로 문을 열고 나가고서맞이해본 따사로운 오늘은다가와 준 봄날을 기대하게 해나는 알지 못할 여기저기서즐거움에 부푼 꽃들은 준비하고그들만의 노랫소리들로너와 나의 눈을 또 즐겁게 하겠지네가 떠올라 얼어붙었던내게 손 내밀어주고나를 덮어주던네가 없이는 의미 없어서내게 봄이 돼줬던 널맞이할 준비를 해기분 좋게 감싸 안는 공기에나 혼자 남몰래 위로 받는 것 같아나를 안아줬던 너의 손을맞잡은 채 즐겁게 나 춤을 추고파네가 떠올라 얼어붙었던내게 손 내밀어주고나를 덮어주던네가 없이는 의미 없어서내게 봄이 돼줬던 널맞이할 준비를 해아름다운 축제 노래들조차너 없이는 결국 주인공 없는초라한 무대일 뿐이야울려 퍼지는 꽃들의 노래함께 손을 잡은 채로나와 춤을 춰줘결국 너 없인 아무 의미 없어질다가오는 노래를너로 완성시켜줘그렇게 날 반겨줘,19604,49
조유진 (체리필터),"나에게로의 초대 (이상한 나라의 앨리스, 하트다 하트여왕)",2016-12-11,환상속에 있어 다가설 수 없는 나에게 너를 보여줘 조금만 다가서도 멀어지는 나의 사랑 나의 꿈 너에게 나를 맞춰가고 있다 말하지마 나에게 너를 초대할 뿐이야 신비로운 너의 모습 나에게는 사랑인걸 조금씩 다가오는 널 느낄수록 신비로운 너의 모습 나에게는 사랑인걸 조금씩 멈춰지는 시간 속에 널 어둠속에 빛처럼 My Love 다가설 수 없는 너를 내게 보여줘 어둠 속의 한줄기 빛처럼 느껴 My Love사랑하는 너를 모두 느낄 수 있어 어둠 속의 빛처럼 너에게 나를 맞춰가고 있다 말하지마 나에게 너를 초대할 뿐이야 신비로운 너의 모습 나에게는 사랑인걸 조금씩 다가오는 널 느낄수록 신비로운 너의 모습 나에게는 사랑인걸 조금씩 멈춰지는 시간 속에 널 어둠속에 빛처럼 My Love 다가설 수 없는 너를 내게 보여줘 어둠 속의 한줄기 빛처럼 느껴 My Love너를 기다리는 나의 아름다웠던 시간속에 널 그리워 My Love 사랑하고 싶은 너를 내게 보여줘어둠속의 한줄기 빛처럼 느껴 My Love사랑하는 너를 모두 느낄 수 있어 슬픈 나의 사랑을,59083,50
노을,늦은 밤 너의 집 앞 골목길에서,2019-11-07,오래되었어 그때 너의 웃음너의 목소리 잊혀진거 같아시간의 위로 그 말의 의미를 이젠 알아아픈 니 얘기도 적당히 할 수 있어그런데 이게 뭐랄까 난 난 술 한잔하면서괜찮은 듯 얘기하며 널 털어냈는데집으로 돌아오면서 한 번 더 떠오른 기억에걸음을 멈춰 서서 이렇게 울고 있어 자연스럽게 발걸음을 돌려나 바래다주던 익숙한 길을 가밤이 깊어져서 아무것도 보이지 않아도손을 흔들면서 인사하던 널 봤어 그런데 이게 뭐랄까 난 난 술 한잔하면서괜찮은 듯 얘기하며 널 털어냈는데집으로 돌아오면서 한 번 더 떠오른 기억에걸음을 멈춰 서서 이렇게 울고 있어아무도 없어서 참 다행이야나 이렇게 편안히 너를 부를 수 있는 걸외로운 위로겠지만 그래서 이젠 뭘 할까 난 난 널 생각했어도괜찮은 듯 얘기하며 다 지워냈는데집으로 돌아오면서 한 번 더 떠오른 추억에걸음을 멈춰 서서 또다시 울고 있어,196908,51
김재환,삭제,2022-07-13,헤어진 다음 날 네 목소리없이아침에 혼자 눈을 뜨게 된 거야실감이 안 나 전화기를 켜보니네 사진은 우리 둘 사진은그대로 있는데 여기 있는데어떡해 벌써 보고 싶은데이젠 지워야겠지 모두 지워야겠지웃는 너의 사진을행복한 우리 사진을한 장씩 너를 지울 때마다가슴이 아려와너의 사진이 점점 흐려져사진 속 너를 불러도 보고너를 만져도 보고너무 잔인한 일이야너를 지우는 일그대로 있는데 웃고 있는데사진 속 네가 웃고 있는데이땐 행복했나 봐이땐 몰랐었나 봐우린 좋았었는데우린 좋았을 텐데한 장씩 너를 지울 때마다가슴이 아려와너의 사진이 점점 흐려져사진 속 너를 불러도 보고너를 만져도 보고너무 잔인한 일이야너를 지우는 일이제 눈 감고 널 지워어차피 우린 아닌 거잖아이젠 눈 감고 널 지워마지막 사진 한 장뿐마지막 너의 얼굴이 보여너무 아름다워요이제 다시는 볼 수 없음에한 번 더 너를 불러도 보고너를 만져도 보고너무 잔인한 일이지만은널 지웠어,6991,52
조정석,아로하,2020-03-27,어두운 불빛아래 촛불 하나와인 잔에 담긴 약속하나항상 너의 곁에서 널 지켜줄거야날 믿어준 너였잖아나 바라는 건 오직 하나영원한 행복을 꿈꾸지만화려하지 않아도 꿈같진 않아도너만 있어주면 돼걱정 마 I believe언제나 I believe이 순간을 잊지 않을게내 품에 I believe안긴 너의 미소가영원히 빛을 잃어 가지 않게Cause your love is so sweetYou are my everything첫날 밤에 단 꿈에 젖어하는 말이 아냐 난 변하지 않아오직 너만 바라볼거야 ohYou’re light of my lifeYou are the one in my life내 모든걸 다 잃는대도 후회하지 않아오직 너를 위한변하지 않는 사랑으로나 바라는 건 오직 하나영원한 행복을 꿈꾸지만화려하지 않아도 꿈같진 않아도너만 있어주면 돼약속해 I believe힘들 땐 I believe너의 그늘이 되어줄게내품에 I believe안긴 너의 미소가영원히 빛을 잃어 가지 않게Cause your love is so sweetYou are my everything첫날 밤에 단 꿈에 젖어하는 말이 아냐 난 변하지 않아오직 너만 바라볼거야 ohYou’re light of my lifeYou are the one in my life내 모든걸 다 잃는대도 후회하지 않아오직 너를 위한변하지 않는 사랑으로You’re light of my lifeYou are the one in my life내 모든걸 다 잃는대도 후회하지 않아오직 너를 위한변하지 않는 사랑으로All I ever want is your love,236512,53
성시경,희재,2003-02-01,햇살은 우릴 위해 내리고 바람도 서롤 감싸게 했죠 우리 웃음속에 계절은 오고 또 갔죠 바람에 흔들리는 머릿결 내게 불어오는 그대 향기 예쁜 두눈도 웃음 소리도 모두가 내 것이었죠이런 사랑 이런 행복 쉽다 했었죠 이런 웃음 이런 축복 내게 쉽게 올리 없죠 눈물 조차 울음조차 닦지 못한 나 정말로 울면 내가 그댈 보내 준 것 같아서 그대 떠나가는 그 순간도 나를 걱정했었나요 무엇도 해줄 수 없는 내 맘앞에서 그대 나를 떠나 간다해도 난 그댈 보낸적 없죠 여전히 그댄 나를 살게 하는 이율테니 이런 사랑 이런 행복 쉽다 했었죠 이런 웃음 이런 축복 내게 쉽게 올리 없죠 눈물 조차 울음 조차 닦지 못한 나 정말로 울면 내가 그댈 보내 준 것 같아서 그대 떠나가는 그 순간도 나를 걱정했었나요 무엇도 해줄 수 없는 내 맘앞에서 그대 나를 떠나 간다해도 난 그댈 보낸적 없죠 기다림으로 다시 시작일테니 얼마나 사랑했는지 얼마나 또 울었는지 그대여 한순간 조차 잊지 말아요 거기 떠나간 그곳에서 날기억하며 기다려요하루씩 그대에게 다가가는 나 일테니,109698,54
Sondia,어른,2018-03-29,고단한 하루 끝에 떨구는 눈물난 어디를 향해 가는 걸까아플 만큼 아팠다 생각했는데아직도 한참 남은 건가 봐이 넓은 세상에 혼자인 것처럼아무도 내 맘을 보려 하지 않고아무도눈을 감아 보면내게 보이는 내 모습지치지 말고잠시 멈추라고갤 것 같지 않던짙은 나의 어둠은나를 버리면모두 갤 거라고웃는 사람들 틈에 이방인처럼혼자만 모든 걸 잃은 표정정신 없이 한참을 뛰었던 걸까이제는 너무 멀어진 꿈들이 오랜 슬픔이 그치기는 할까언젠가 한 번쯤 따스한 햇살이 내릴까나는 내가 되고별은 영원히 빛나고잠들지 않는꿈을 꾸고 있어바보 같은 나는내가 될 수 없단 걸눈을 뜨고야그걸 알게 됐죠나는 내가 되고별은 영원히 빛나고잠들지 않는꿈을 꾸고 있어바보 같은 나는내가 될 수 없단 걸눈을 뜨고야그걸 알게 됐죠어떤 날 어떤 시간 어떤 곳에서나의 작은 세상은 웃어줄까,178689,55
이예준,그날에 나는 맘이 편했을까,2020-12-03,늘 똑같은 일로 싸우다 지친 우리끝날 때 됐나 봐너답지 않던 모습 더는지켜보기 힘들었어다시 주워 담기 힘든 말들쏟아내고 집에 돌아왔어그날에 나는 맘이 편했을까다신 안 보겠단 각오로니가 못한 숙제 한 거잖아나는 사랑이 필요해이만큼 아프면 충분해니가 핀 담배만큼 난 울었어니가 가장 듣기 싫어했던얘기들만 뱉어내고 왔어그날에 나는 맘이 편했을까다신 안 보겠단 각오로니가 못한 숙제 한 거잖아나는 사랑이 필요해이만큼 아프면 충분해니가 핀 담배만큼 난 울었어상처받았다고 말하지 말아줘나를 더욱더 사랑해줬더라면아니 처음부터 만나지 말았다면행복했을까정말 널 미워해서 이랬을까이렇게까지 해서라도우릴 되돌리고 싶었는데나를 떠나는 이유가너는 필요했던 거니까내가 그 이유를 만들어줄게 미안한 마음들 갖지 않도록,82933,56
SG 워너비,Timeless,2004-01-20,어쩜 살아가다 보면한 번은 날 찾을지 몰라난 그 기대 하나로오늘도 힘겹게 버틴 걸난 참 기억력도 좋지 않은데왜 너에 관한 건그 사소한 추억들까지도 생각이 나는지너를 잊을 순 없지만 붙잡고 싶지만이별 앞에서 할 수 있는 건좋은 기억이라도 남도록편히 보내주는 일혼자 남아도 괜찮아 가도 괜찮아세상에 제일 자신있는 건내가 언제나 그래왔듯이너를 기다리는 일I don't wanna say goodbye어쩜 살아가다보면한 번은 날 찾을지 몰라난 그 기대 하나로오늘도 힘겹게 버틴 걸부디 하루 빨리 좋은 사람과행복하길 바래그래야만 내 마음 속에서널 보낼 것 같아너를 잊을 순 없지만 붙잡고 싶지만이별 앞에서 할 수 있는 건좋은 기억이라도 남도록편히 보내주는 일이젠 멀어져 가지만 잠시였지만태어나 처음 잘한 듯한 건내겐 아무리 생각해봐도너를 사랑했던 일서로가 하나씩 이별의 선물을나눠간 거잖아난 마음을 준 대신넌 내게 추억을 준 거야다시 또 나를 살아가게 할 거야Never Ending Never FallingNever Mind My Girl날 아프게 했지만 울게 했지만이것 하나만큼은 고마워눈 감는 그날 내가 가져갈추억 만들어줘서,112507,57
폴킴,너를 만나,2018-10-29,너를 만난 그 이후로사소한 변화들에 행복해져눈이 부시게 빛 나는 아침너를 떠올리며 눈 뜨는 하루식탁 위에 마주 앉아너의 하루는 어땠는지 묻거나나의 하루도 썩 괜찮았어웃으며 대답해 주고 싶어별것 아닌 일에 맘이 통할 때면익숙해진 서로가 놀라웠어널 사랑해평온한 지금처럼만영원하고 싶다고너를 바라보다 생각했어너를 만나 참 행복했어나 이토록 사랑할 수 있었던 건아직 어리고 모자란 내 맘따뜻한 이해로 다 안아줘서무심한 말투에 서로 아플 때면차가워진 사이가견딜 수 없어 미안해불안한 지금이라도영원하고 싶다고너를 바라보다 생각했어너를 만나 참 행복했어나 이토록 사랑할 수 있었던 건아직 어리고 모자란 내 맘따뜻한 이해로 다 안아줘서뜨거웠던 여름 지나그리워질 빗소리에하나 둘 수줍어 또 얼굴 붉히면생각이 많아진너의 눈에 입 맞출 테니우리 함께 걸어가기로 해나를 만나 너도 행복하니못 해준 게 더 많아서 미안해이기적이고 불안한 내가너에게만은 잘하고 싶었어오랫동안 나 기다려온완벽한 사랑을 찾은 것 같아날 잡아줘서 힘이 돼줘서 소중한 배려로 날 안아줘서너를 만나,306202,58
엠씨더맥스 (M.C the MAX),어디에도,2016-01-28,차가워진 눈빛을 바라보며이별의 말을 전해 들어요아무 의미 없던 노래 가사가아프게 귓가에 맴돌아요다시 겨울이 시작되듯이흩어지는 눈 사이로그대 내 맘에 쌓여만 가네떠나지 말라는그런 말도 하지 못하고고개를 떨구던 뒷모습만그대 내게 오지 말아요두 번 다시 이런 사랑 하지 마요그댈 추억하기보단 기다리는 게부서진 내 맘이 더 아파와다시 누군가를 만나서결국 우리 사랑 지워내도행복했던 것만 기억에 남아나를 천천히 잊어 주기를아무것도 마음대로 안 돼요아픔은 그저 나를 따라와밤새도록 커져 버린 그리움언제쯤 익숙해져 가나요많은 날들이 떠오르네요우리가 나눴던 날들애써 감추고 돌아서네요떠나지 말라는그런 말도 하지 못하고고개를 떨구던 뒷모습만그대 내게 오지 말아요두 번 다시 이런 사랑 하지 마요그댈 추억하기보단 기다리는 게부서진 내 맘이 더 아파와다시 누군가를 만나서결국 우리 사랑 지워내도행복했던 것만 기억에 남아나를 천천히 잊어 주기를부를 수도 없이 멀어진 그대가지나치는 바람에도 목이 메어와어디에도 그대가 살아서우린 사랑하면 안 돼요다가갈수록 미워지니까행복했던 것만 기억에 남아나를 천천히 잊어 가기를사랑했던,235309,59
헤이즈 (Heize),마지막 너의 인사,2022-04-16,어느 차가운 밤너를 첨 본 그날처럼가슴에 내려앉았지귓가에 울리던마지막 너의 인사에따뜻한 목소리 잔잔히 맴도네바람이 불던 날걸었던 그 거리에선따뜻한 기억이 남아너에게 부족한나란 걸 알고 있기에초라한 눈물에 너를 흘려 보내안녕 나의 사랑 그대여돌아온다던 그댈이렇게 기다리고 있어시간이 더 지난 뒤에도 기억한다면그대와 함께 행복하고 싶어그대와 함께 행복하고 싶어가로등 밑에서나눴던 우리 사랑은빛나는 기억이었지말없이 눈물이내 맘에 흘러내릴 때너와의 기억도 지워졌으면 해안녕 나의 사랑 그대여돌아온다던 그댈이렇게 기다리고 있어시간이 더 지난 뒤에도 기억한다면그대와 함께 행복하고 싶어시간이 지나서 언젠가 우리환하게 미소 지을 수 있을 그날들로오영원한 나의 사랑오언제까지나 너를 기다릴게,21476,60
케이시 (Kassy),그때가 좋았어,2018-12-31,이젠 내가 편하니작은 설렘조차 욕심이겠지항상 곁에 있어서계속 함께 있을 줄 알았나 봐음 반복되는 시간에 지쳐가더 이상 함께 웃을 일도 없어봄처럼 따뜻했던그때가 좋았어너 하나로 충분했던그때가 좋았어헤어지고 나서야깨닫게 됐어참 좋았구나참 예뻤구나 우리지난날에 그때가 참 좋았어그때 그때그때 그때 음이미 너도 다 알잖아돌이킬 수 없이 멀리 왔다는 거억지로 더 노력해도안되는 건 어쩔 수가 없더라음 우리 언제 이렇게 됐을까더는 너를 만날 자신이 없어봄처럼 따뜻했던그때가 좋았어행복해서 눈물 나던그때가 좋았어헤어지고 나서야깨닫게 됐어참 좋았구나참 예뻤구나 우리지난날에 그때가 참 좋았어가진 것도 없고 초라했어도서로만으로 충분했으니까 우린너라서 좋았어행복했어사랑이 전부였던그때가 좋았어그때 알았더라면더 사랑할 걸더 안아줄 걸후회가 돼사랑했던 우리가 참 그리워그때 그때그때 그때 음,232485,61
김필,다시 사랑한다면 (니글니글 버터플라이),2016-02-21,다시 태어난다면 다시 사랑한다면 그때는 우리 이러지 말아요 조금 덜 만나고 조금 덜 기대하며 많은 약속 않기로 해요 다시 이별이 와도 서로 큰 아픔 없이 돌아설 수 있을 만큼 버려도 되는 가벼운 추억만 서로의 가슴에 만들기로 해요 이젠 알아요 너무 깊은 사랑은 외려 슬픈 마지막을 가져 온다는 걸 그대여 빌게요 다음 번의 사랑은 우리 같지 않길 부디 아픔이 없이 나꼭 나보다 더 행복해져야만 해 많은 시간이 흘러 서로 잊고 지내도 지난 날을 회상하며 그 때도 이건 사랑이었다고 말할 수 있다면 그걸로 된 거죠 이젠 알아요 너무 깊은 사랑은 외려 슬픈 마지막을 가져 온다는 걸 그대여 빌게요 다음 번의 사랑은 우리 같지 않길 부디 아픔이 없이 이젠 알아요 영원할 줄 알았던 그대와의 사랑마저 날 속였다는 게 그보다 슬픈 건 나 없이 그대가 행복하게 지낼 먼 훗날의 모습 나내 마음을 하늘만은 알기를,81379,62
다비치,너에게 못했던 내 마지막 말은,2019-05-17,아직 남았을까못 잊을 이유가 남아 있을까나만 왜 이렇게바보같이 혼자 널 기다릴까 음애꿎은 바람들은말도 안 되는 네 말을또 믿고 싶게 해달라질 게 없는데 끝인 걸 아는데생각이 나 그 모든 게나 어쩌면 너에게 하고 싶은 말은긴 밤을 지새도아직 너를 많이 사랑한다고이 아픈 시간이 어서 지나가기를조금만 더 버텨볼게네가 없는 하루가 버겁긴 하지만보고 싶은 마음 꾹 참고하루에 하나씩 잊어볼게 그래 볼게매일 이런 다짐을 해 습관처럼생각보다 길어진그리움이 익숙해져 가는 날들에제법 웃기도 하다 또 괜찮다가도생각이 나 네 모든 게나 어쩌면 너에게 하고 싶은 말은긴 밤을 지새도아직 너를 많이 사랑한다고이 아픈 시간이 어서 지나가기를조금만 더 버텨볼게네가 없는 하루가 버겁긴 하지만보고 싶은 마음 꾹 참고하루에 하나씩 잊어볼게 그래 볼게매일 이런 다짐을 해 습관처럼괜찮은 척 비워낸 척해봐도사실 많이 힘들어서당장이라도 네게 가고 싶어지금은 아니어도끝내 내 손잡아 줘 oh너에게 못했던 내 마지막 말은언젠가 한 번쯤 나를떠올리다 그리워지면언제든 돌아와 난 여기 있을 거야아무 일 없던 것처럼너 없는 하루가 어렵긴 하지만이 정도쯤은 꾹 참고하루에 하나씩 기억할게 그래 볼게사랑을 시작하던 그때처럼,159424,63
