가수명,노래제목,발매일,가사,좋아요수,순위
이현,내꺼중에 최고,2011-02-15,넌 내꺼중에 최고 내 삶의 모든 것 중에 최고 눈이 멀었었나봐 미쳤나봐 왜 너를 못 알아봐 나 따위가 뭐라고 감히 너를 떠나 살 수 있다고 내겐 너무 과분한 사람이란 걸 이제야 알았어 넌 내꺼중에 최고 잘난 것 하나 없는데 무슨 자신감으로 그렇게 널 대한건지 널 차버릴 수 있는지 자상하기는 또 최고라 화 한번 내지 않고 오직 나만 사랑해준 자기보다 더 아껴준 내겐 너무 과분한 그 사람이 이제야 그리워 넌 내꺼중에 최고 내 삶의 모든 것 중에 최고 눈이 멀었었나봐 미쳤나봐 왜 너를 못 알아봐 나 따위가 뭐라고 감히 너를 떠나 살 수 있다고 내겐 너무 과분한 사람이란 걸 이제야 알았어 내겐 자격따윈 없지만 니 곁에 돌아가겠다는 말은 뻔뻔하지만 한 번 실수한 만큼 더 잘 할 수도 있어 이런 날 믿고 다시 받아주겠니  넌 내꺼중에 최고 내 삶의 모든 것 중에 최고 눈이 멀었었나봐 미쳤나봐 왜 너를 못 알아봐 나 따위가 뭐라고 감히 너를 떠나 살 수 있다고 내겐 너무 과분한 사람이란 걸 이제야 알았어 넌 내꺼중에 최고    ,19412,1055
세븐틴,매일 그대라서 행복하다,2021-10-22,까맣던 이 세상을 행복하게 비춘 햇살이 밤 되면 별이 되어 내게 내려와 Yeh 이 세상에 빛나는 것이 정말 많고 많지만 그중에 내겐 너만 너만 소중해 내가 너에게 딱 맞는 날씨가 되어 주지 못해도 그래도 이런 날 사랑해 주겠니 어쩌면 아직 완벽하지 않은 사랑일지도 모르지만 오래된 책처럼 숨어있는 끝없는 이야기를 만들고파 겉으로는 낡고 헤져버려 쓸모없는 날 찾아와도 깊은 향기로 남아 있을게 완전한 사랑이 될 때까지 그대가 있어서 그대가 있어서 매일매일이 다시 욕심이 나기 시작했어 그대로 인해 내가 너에게 딱 맞는 날씨가 되어 주지 못해도 그래도 이런 날 사랑해 주겠니 어쩌면 아직 완벽하지 않은 사랑일지도 모르지만 오래된 책처럼 숨어있는 끝없는 이야기를 만들고파 겉으로는 낡고 헤져버려 쓸모없는 날 찾아와도 깊은 향기로 남아 있을게 완전한 사랑이 될 때까지 단 하루도 너에게 진심 아니었던 날들은 없었다고 어쩌면 아직 완벽하지 않은 사랑일지도 모를 테지만 겉으로는 낡고 헤져버려 쓸모없는 날 찾아와도 빛나는 하루를 마치면서 매일 그대라서 행복하다 ,50497,1056
류민희,택시 안에서,2022-01-18,오늘따라 지나치는 택시가 많네요 마지막 그대를 봤던 날은 참 잘 잡혔는데 어디쯤이야 먼저 기다리던 그대 뒷모습도 이젠 그저 옛날 얘기죠 마냥 가다 보니 어느새 삼청동 거리죠 우리 가던 맛집도 처음 만났던 카페도 보여요 하필 택시 안 라디오 노랫소리마저 그댈 떠올리는 노래가 나오죠 이별보다 사랑이 더 쉬운 거래요 오늘보다 내일이 더 아플 거래요 그때는 좋다며 흥얼대던 노래 가사말들이 이제야 이해돼요 이렇게 슬픈 노래였었나요 창밖에 연인들은 참 좋아 보여요 남들도 그랬겠죠 그때의 우리가 부러웠겠죠 택시 아저씨는 이런 내 맘도 모르면서 그저 좋다며 흥얼거리네요 이별보다 사랑이 더 쉬운 거래요 오늘보다 내일이 더 아플 거래요 그때는 좋다며 흥얼대던 노래 가사말들이 이제야 이해돼요 이렇게 슬픈 노래였었나요 한때는 좋다며 웃던 우리였었는데 언제쯤 혼자가 익숙해 질까요 잘 지내고 있는 건가요 혹시 내가 실수인 척 전화한다면 모르는 척 그냥 한번 받아주세요 아직은 너무 힘들어 그댈 잊지 못하겠지만 노력은 해볼게요 근데 약속은 못 할 것 같아요 ,5481,1057
아이유,사랑이 지나가면,2014-05-16,그 사람 나를 보아도 나는 그 사람을 몰라요 두근거리는 마음은 아파도 이젠 그대를 몰라요 그대 나를 알아도 나는 기억을 못합니다 목이 메어와 눈물이 흘러도 사랑이 지나가면 그렇게 보고 싶던 그 얼굴을 그저 스쳐 지나면 그대의 허탈한 모습 속에 나 이젠 후회 없으니 그대 나를 알아도 나는 기억을 못합니다 목이 메어와 눈물이 흘러도 사랑이 지나가면 그렇게 보고 싶던 그 얼굴을 그저 스쳐 지나면 그대의 허탈한 모습 속에 나 이젠 후회 없으니 그대 나를 알아도 나는 기억을 못합니다 목이 메어와 눈물이 흘러도 사랑이 지나가면 사랑이 지나가면 사랑이 지나가면 ,91690,1058
펀치 (Punch),이만큼 난 너를 사랑해,2022-03-19,우린 같은 계절 아래 서로를 모른 채 혼자가 편할 때쯤 겨우 만난 거니까 서로가 닮아가는 건 시간이 필요해 그 기다림마저 너이니까 좋은 걸 유일한 널 만나게 되고 내 안의 사랑이 커지고 온 세상에 내리는 비를 처음처럼 지금처럼 다 가릴 수 있게 기도해 마음이 어두운 날 괜히 눈물 나는 날 그렇게 흐린 날엔 더 사랑이 필요해 날 웃게 하는 건 이제 난 너뿐인 걸 이만큼 난 너를 사랑해 내 안의 사랑은 커다래 온 세상에 내리는 비를 처음처럼 지금처럼 다 가릴 수 있게 기도해 햇살이 되어 있어줘 너의 온기로 나는 봄인 걸 이만큼 넌 내게 소중해 널 향한 내 맘은 솔직해 들리니 커다란 내 약속 어디라도 언제라도 니 곁에 있을게 이렇게 이만큼 난 너를 사랑해 내 안의 사랑은 커다래 온 세상에 내리는 비를 처음처럼 지금처럼 다 가릴 수 있게 기도해 ,4897,1059
디핵 (D-Hack),아마도 우린,2022-04-14,새벽의 카페 노트북 자판 소리 그 날의 커피 얼음은 몇 개였지 그날 우리는 어떤 표정이었지 그날이 몇 월 며칠 몇 시였는지 지나버린 계절이 다시 찾아오듯 니가 오길 바라지만 여전히 공허해 어느덧 지나간 밤 그리운 날 희미한 우리 뭔가 다르게 흘러갔다면 그날 그 밤 여기 있었기에 우린 현재 남이 되었네 만약 그 밤 여기 없었다면 아마도 우린 아마도 우린 노래 없는 카페 손목시계 초침 소리 그날 우린 얼마 동안 말이 없었던 걸까 인사는 했었나 어떻게 뒤돌아 왔지 그날 이후 한참 동안 울음을 꾹 참았던 것 같아 그날을 쥐고서 한참을 내달려서 도착한 이곳은 우리만 빼고 그대로야 오늘의 나처럼 어느 날의 너도 이 공간에서 날 떠올려줬을까 그날 그 밤 여기 있었기에 우린 현재 남이 되었네 만약 그 밤 여기 없었다면 아마도 우린 아마도 우린 그날 그 밤 여기 있던 너 너 나 기억 속에 사라지게 될까 조금 다른 시간에서 나 나 널 만났다면 음 아마도 우린 ,4610,1060
길구봉구,그래 사랑이었다.,2017-03-08,한참을 너에게 미쳤고 더 한참은 너를 더 미워하겠지만 Beautiful Beautiful 아름다웠던 Beautiful Beautiful You're my love 사랑을 말하던 너의 그 두 눈과 oh 끝날 줄 모르던 너와 나의 밤도 Beautiful Beautiful 아름다웠던 Beautiful Beautiful Goodbye Love you Love you Love you 기억해 너를 우린 아프고 미련했고 어리석었지만 그래 사랑이었다 Oh Love you Love you Love you 이렇게도 너를 서로 다르게 사랑했고 미워했었지만 그래 아름다웠던 사랑이었다 어쩌면 우리는 서로를 모르고 더 많은 기대를 해왔는지 몰라 Beautiful Beautiful 이제 우리는 Beautiful Beautiful Goodbye Love you Love you Love you 기억해 너를 우린 아프고 미련했고 어리석었지만 그래 사랑이었다 Oh Love you Love you Love you 이렇게도 너를 서로 다르게 사랑했고 미워했었지만 그래 아름다웠던 사랑이었다 버릇처럼 너를 다시 부른다 네가 그립다 그립다 늘 같은 자리에서 네가 있던 그 곳에서 너를 그리워한다 Love you Love you Love you 이렇게도 너를 우린 아프고 미련했고 어리석었지만 그래 사랑이었다 Oh Love you Love you Love you Love you 이렇게도 너를 서로 다르게 사랑했고 미워했었지만 그래 아름다웠던 사랑이었다 ,30046,1061
보보,늦은 후회,2002-09-09,얼마나 한참을 서있었는지 멀리 너의 모습 보면서 그 모습 사라질때까지 나의 발걸음은 움직일 수조차 없었지 내가 어떤 사랑 받았었는지 내가 어떤 아픔 줬는지 이제야 널 보낸 후에야 돌아선 후에야 다시 후회하고 있잖아 떠나간 다른 사람때문에 비틀거리던 나를 힘들게 지켜주던 널 바라보지 않았지 그렇게 사랑이 온지 몰랐어 기대여 울기만 했잖아 그런 내 눈물이 너의 가슴으로 흘러 아파하는 널 나는 밀어냈었지 사랑은 떠난 후에야 아는지 곁에 두고서 헤맨건지 이제야 알겠어 너에게 기대여 울던 그 순간들이 가장 행복했었던 나를 내가 어떤 사랑 받았었는지 내가 어떤 아픔 줬는지 이제야 널 보낸 후에야 돌아선 후에야 다시 후회하고 있잖아 떠나간 다른 사람때문에 비틀거리던 나를 힘들게 지켜주던 널 바라보지 않았지 그렇게 사랑이 온지 몰랐어 기대여 울기만 했잖아 그런 내 눈물이 너의 가슴으로 흘러 아파하는 널 나는 밀어냈었지 사랑은 떠난 후에야 아는지 곁에 두고서 헤맨건지 이제야 알겠어 너에게 기대여 울던 그 순간들이 가장 행복했었던 나를 ,16321,1062
박기영,마지막 사랑,1999-04-27,몰랐었어 너의 그바램들을 모두 이해한다 믿고만 싶었던거야 너무 힘들다고 말하는 널 보며 잠시 헤어지자고 말을 했던 나였어 미안했어 나의 이기심들에 상처입어가는 널 보지 못했던거야 마지막이라고 믿었던 사랑을 바보처럼 보내고 사진속에 웃고 있는 너를봐 어디 있니 넌 지금 점점 바래져가는 니 모습 그려보고 있어 단한번이라도 내 모습 떠올라 긴 한숨짓고 있다면 다시 돌아와 너를 위해 비워둔 내 맘속 그곳에 마지막 사랑이라 믿는 내게로 미안했어 나의 이기심들에 상처입어가는 널 보지 못했던거야 마지막이라고 믿었던 사랑을 바보처럼 보내고 사진속에 웃고 있는 너를봐 어디있니 넌 지금 점점 바래져가는 니 모습 그려보고 있어 단한번이라도 내 모습 떠올라 긴 한숨 짓고 있다면 다시 돌아와 너를 위해 비워둔 내 맘속 그곳에 영원히 나를 지켜줘 단한번이라도 내 모습 떠올라 긴 한숨짓고 있다면 다시 돌아와 너를 위해 비워둔 내 맘속 그곳에 마지막 사랑이라 믿는 내게로 ,27749,1063
거미,너의 하루는 좀 어때,2020-01-14,너의 하루는 좀 어때 어느 날엔 아플 때도 있겠지 그런 하루엔 또 내가 곁에 있을게 그럴 땐 내게 기대 바람이 차가워진 어느 계절 속에 있어도 내가 따뜻하게 너를 안아주도록 나의 사랑 그대뿐이야 비가 내려오면 항상 우산이 되어줄 사람 어느 날에 우리가 만나 힘든 하루도 견뎌낼 수 있어 슬픈 마음이 너 에게 찾아 올 때면 네 얘길 들어줄게 바람이 차가워진 어느 계절 속에 있어도 내가 널 따뜻하게 안아 줄 수 있도록 나의 사랑 그대뿐이야 비가 내려오면 항상 우산이 되어줄 사람 어느 날에 우리가 만나 힘든 하루도 견뎌낼 수 있어 알아 많이 힘들었지 이런 말 못했었지만 이제야 하는 말 그대 있어서 난 행복해 어떠한 말로도 그댈 향한 사랑 표현 못해 어느 날에 우리가 만나 힘든 하루도 함께할 수 있어 ,39004,1064
트리탑스,청개구리 (2021 Ver.),2021-03-01,한날도 한시도 그댈 잊어본 적 없어요 모진 장난이라고 잠시 화난 거라고 이별 앞에도 뒷걸음만 치죠 철 없이 속 없이 그대 말 알아도 안들었죠 그땐 왜 몰랐는지 행복에 둔했는지 자존심 앞서 다치게 했는데 헤어져도 반대로만 살아요 다 잊자던 말 가슴치며 어겨요 숨 못 쉬게 아파요 다 거짓약속인데 그댄 이 마음 모른 체 지킬까봐 안돼요 못해요 잊는건 반쯤 죽는 것 같아 그대 상처줬던 말 싫어하던 버릇들 고쳐볼게요 달라질게요 부디 용서 할 수 있게 헤어져도 반대로만 살아요 다 잊자던 말 가슴치며 어겨요 숨 못 쉬게 아파요 다 거짓약속인데 그댄 이 마음 모른 체 지킬까봐 내 사랑은 왜 이렇게 아픈가요 못난 눈물로 내 가슴이 헐어요 있을 땐 못해줘서 없을 땐 못 잊어서 사는동안 못 끝낼 사랑이죠 돌아온다면 내가 나를 속여요 이젠 내가 할게요 사랑해서 우는 일 그댄 내 곁에 올 것 같아 기다리죠 천번을 돌아서도 그대 ,8099,1065
플라이 투 더 스카이,가슴 아파도,2005-05-25,오늘 하루도 열두번도 더 내 마음이 다녀오네요 그대가 내게 위험하대도 이젠 멈출 수가 없어요 종일 그려도 매일 있을 그리움 어제처럼 다시 남아서  가슴 아파도 나 이렇게 웃어요 내 눈이 행복한 건 처음이니까 삼킨 눈물에 맘이 짓물러가도 그대라면 난 괜찮아요  외로울수록 눈물날수록 알 수 없는 힘이 생겨요 슬픔에 지치면 미움에 다치면 그댈 잃을지도 몰라요 알고 있나요 내 기다림이 훨씬 삶보다 더 길다는 것을  가슴 아파도 나 이렇게 웃어요 내 눈이 행복한 건 처음이니까 삼킨 눈물에 맘이 짓물러가도 그대라면 난 괜찮아요  두번 다신 그댈 볼 수 없다면 아무것도 못보게 될텐데 눈을 뜨고도 감은 것처럼 어둠 속을 걷게 될 텐데  안고 싶어요 사랑하고 싶어요 내 품이 닳아 없어지는 날까지 남은 소원을 담아 가득 채우니 내겐 단 한사람만 오직 이 한소원만 그대라면 난 감사해요 - ,24235,1066
정효빈,거울에게,2022-03-01,어떤 마음도 채우지 못한 채 텅 빈 하루와 눈물을 삼키던 너의 오늘이 꾸며진 그 표정은 툭하면 무너질 것 같아 눈을 감은 듯 캄캄한 세상 속 손을 뻗어도 한 뼘도 나아가지 못했던 지쳐버린 오늘의 네 마음을 한 번쯤은 누군가 뒤돌아 볼까 봐 세상은 온통 반대로 흘러가고 나만 혼자 이곳에 남아 서있다 어떤 말로도 네 맘을 달랠 수가 없어서 또 아무 대답 없이 덩그러니 한숨만 뱉는 나 어떤 마음도 내 맘 같질 않아 쌓여만 가도 이별은 무뎌지질 않아서 놓아줄 수 없었던 내 맘도 언젠가는 누군갈 더 사랑할 수 있을까 세상은 온통 반대로 흘러가고 나만 혼자 이곳에 남아 서있다 어떤 말로도 네 맘을 달랠 수가 없어서 또 아무 대답 없는 내 마음만 더 쏟아내나 봐 내가 삼킨 눈물도 상처도 뒤돌아보면 모두 없던 일처럼 사라질까 하루가 다시 반대로 흘러가도 나만 혼자 이렇게 남아 서있다 몇 번을 물어도 대답 없었던 내가 미워서 또 아무 말도 없이 우두커니 발끝만 보는 나 ,6123,1067
Ann One,혼자하는 사랑,2004-03-16,또 하루가 저물어 가네요 그리움도 잠들 시간이죠 오늘도 난 혹시나 하는 맘으로 또 그대를 기다려 봤죠 오지 않을 걸 알고는 있지만 기다림으로 행복할 수 있죠 혼자 하는 사랑도 나쁘지 않아요 곁에 있을때보다 더 소중하니까 그대 떠난 시간속에 남아 그 사랑도 할 수 없다면 나는 살지 못해요  시간이 지나 잊혀질 거라면 남은 날 동안 더 사랑할께요 혼자 하는 사랑도 나쁘지 않아요 곁에 있을때보다 더 소중하니까 그대 떠난 시간속에 남아 그 사랑도 할 수 없다면 나는 살지 못해요  막연한 기다림 속에 슬픔을 묻고 가끔은 혼잣말로 난 그대와 얘기 할 수 있죠 혼자 하는 사랑도 나쁘지 않아요 곁에 있을 때보다 소중하니까 다만 내가 두려워지는건 긴 시간을 견디지 못해 그댈 잊을까봐 늦기 전에 꼭 다시 돌아와요   ,32953,1068
다비치,노을,2019-12-29,아무 말 하지 않아도 그대 눈빛을 보면 전해지는 시린 마음 깊게 잠긴 목소리 옅은 그 미소는 긴 하루를 보여주네 지친 모습도 보이고 싶지 않아서 애써 웃는 거 다 알아 난 항상 이 자리예요 어김없이 찾아올 보랏빛 노을처럼 비록 내 품이 좁더라도 안아줄게요 그대 없는 순간마다 느껴지는 빈자리 차오르는 공허함 몰아치는 빗소리 거친 바람에도 넓은 그늘이 되어주네 어떤 아픔도 들키고 싶지 않아서 애써 웃는 거 다 알아 난 항상 이 자리예요 어김없이 찾아올 보랏빛 노을처럼 비록 내 품이 좁더라도 안아줄게요 안녕 내가 안아줄게요 편히 쉬어요 ,38354,1069
신승훈,I Believe,2001-08-01,I believe 그댄 곁에 없지만 이대로 이별은 아니겠죠 I believe 나에게 오는 길은 조금 멀리 돌아올 뿐이겠죠 모두 지나간 그 기억속에서 내가 나를 아프게 하며 눈물을 만들죠 나만큼 울지 않기를 그대만은 눈물 없이 날 편하게 떠나주기를 언젠가 다시 돌아올 그대 라는 걸 알기에 난 믿고 있기에 기다릴께요 난 그대여야만 하죠 I believe 내가 아파할까봐 그대는 울지도 못했겠죠 I believe 흐르는 내 눈물이 그댈 다시 내게 돌려 주겠죠 자꾸 멈추는 내 눈길 속에서 그대 모습들이 떠올라 눈물을 만들죠 나만큼 울지 않기를 그대만은 눈물 없이 날 편하게 떠나주기를 언젠가 다시 돌아올 그대라는 걸 알기에 난 믿고 있기에 기다릴께요 난 그대여야만 하죠 나 그댈 알기 전 이 세상도 이렇게 눈부셨는지 그 하늘 아래서 이젠 눈물로 남겨졌지만 이 자릴 난 지킬께요 그대란 이유만으로 나에게는 기다림 조차 충분히 행복하겠죠 사랑한 이유만으로 또 하루가 지나가고 오는길 잊어도 기다릴께요 난 그대여야만 하죠 난 그대여야만 하죠 ,40316,1070
박용하,처음 그 날처럼,2003-01-31,처음 그 날처럼 가야한다고 어쩔 수 없다고 너의 손 잡은 채 나는 울고만 있었지 언젠가는 꼭 돌아올 거라고 그땐 우리 서로 웃을 수 있을거라고 긴 기다림은 내게 사랑을 주지만 너에겐 아픔만 남긴 거 같아 이런 날 용서해 바보같은 날 언젠가 널 다시 만날 그날이 오면 너를 내 품에 안고 말할거야 너만이 내가 살아온 이유였다고 너 없인 나도 없다고 언젠가 힘든 이 길이 끝이나는 날 그대 곁에서 내가 눈 감는 날 기억해 나의 사랑은 니가 마지막이었단 걸 처음 그 날처럼 눈을 감으면 잊혀져 버릴까 슬픈 밤에도 쉽게 잠들 수 없었지 꿈에서라도 널 보게 된다면 눈물 흐를까봐 눈을 뜰 수가 없었어 긴 기다림은 내게 사랑을 주지만 너에겐 아픔만 남긴 거 같아 이런 날 용서해 바보같은 날 언젠가 널 다시 만날 그날이 오면 너를 내 품에 안고 말할거야 너만이 내가 살아온 이유였다고 너 없인 나도 없다고 언젠가 힘든 이 길이 끝이나는 날 그대 곁에서 내가 눈 감는 날 기억해 나의 사랑은 니가 마지막이었단 걸 처음 그 날처럼  ,26866,1071
딘딘 (DINDIN),이러면 안 될 거 아는데 너 앞에만 서면 나락 (Feat. 10CM),2021-11-19,"이러면 안 될 거 아는데 너 앞에만 서면 나락 이러면 안 될 거 아는데 너 앞에만 서면 나락 이러면 안 될 거 아는데 너 앞에만 서면 나락  이러면 안 될 거 아는데 이러면 안 될 거 아는데 너 앞에만 서면 나락 준비한 말도 얼버무려 결국 망함 나 이런 사람 아닌데 ( 답답해) 왜 매번 네 앞 일 때 (이런 게) 답장 와도 문제야 눈에 보여 망할 게 혼자서 삐져 또 혼자서 풀어 그러다 지쳐 이젠 끝내 야지 생각하다 늦게나마 온  너의 답장의 또 미쳐 너 얼마나 바쁜데? 폰을 안 보는 건 말이 안 되는데 내게 관심 없는 것도 아는데 진짜 미치겠네 이것 만 넘김 될 거 같은 게 No! 이러면 안 될 거 아는데 너 앞에만 서면 나락 말도 안 되는 거 같지만 너가 빛나서 반짝 Woo 난 네 앞에서만 이런다니까  이건 널 사랑하면 안돼 part2 (another one) 난 매번 이런 사랑 들 뿐이군 매번 내 자존감은 바닥 남들이 보는 나랑 정반대야 허세일 뿐 솔직한 게 좋은 거라 더니 실오라기 하나 안 걸치니 찌질 함의 극치 뭐 잘 돼야 로맨스지 (그치) 안되면 혼자 구질 구질 이래서 사랑이 힘들어 혼자서 상처받고 부셔져 못 고쳐 그런데 왜 네가 또 왜 내 눈에 나타나서 날 힘들게 해 (그래도 좋아해)  이러면 안 될 거 아는데 너 앞에만 서면 나락 말도 안 되는 거 같지만 너가 빛나서 반짝 Woo 난 네 앞에서만 이런다니까  혼자 상상하고 그려보다 엉망이 되어버린 drama 주인공이 너 라서, 혼 잔 못해  사실 지금도 이 곡을 다 쓰기전에는 제발 너의 문자가 오지 않기를 빌고 있거든(빌고 있거든) 너의 답장에 헤벌래 하다 다 쓴 가사가 바뀔까 봐 근데 바꿔도 좋을 것 같아 “참 못 났지? 이게 나야.”  이러면 안 될 거 아는데 너 앞에만 서면 나락 말도 안 되는 거 같지만 너가 빛나서 반짝 Woo 난 네 앞에서만 이런다니까 행복한가요 그대 불 같은 사랑을 난 하고 싶은데 그댄 아닌 건가요 나를 봐줘 그대 바보 같은 나를 나란 사람은 나 같은 사람은 안되는 건가요",3257,1072
임재현,너밖에 안보여,2021-01-04,매일 아침에 일어나는 시간 늦어지기도 하고 긴 하루의 끝에 잠을 청하는 어둠 더욱 무겁게 느껴지는데 얼마나 시간이 지났는지도 모를 어둠에 뒤척이다 잠시 두 눈을 감은 그 곳에서 너를 볼 수 있을까 하는 생각을 해 봐 난 너밖에 안보여 난 너밖에 안들려 두 눈은 멀어지고 정신이 좀 나간것 같아 내 하루는 너 하나로 가득차있는데 바보같은 내맘 이 너를 사랑하나봐 한참을 멍하게 쳐다보기도 하고 하루가 좀 더 길어진 것 같기도 하고 문득 너도 나를 볼 수 있을까 하는 생각을 해 봐 난 너밖에 안보여 난 너밖에 안들려 두 눈은 멀어지고 정신이 좀 나간것 같아 너를 잊는다는건 어떻게 하는건데 니가 있어야해 니가 있어야해 난 니 생각만 들어 딴 사람이 안보여 다 날 미쳤다해도 아무것도 들리지 않잖아 안보여 안들려 이제 어떡해 니 목소리만 들려 수많은 사람중 너 하나밖에 안보여 ,12816,1073
양요섭,아직도 좋아해,2022-01-11,훌쩍거리는 마음 소리 널 만날 때마다 내 안에 들리는듯해 꼼짝 않던 내 표현들이 왜 네가 떠나야만 나는 생각날까 좀처럼 걷잡을 수 없는 게 사랑이라는 걸까 왜 내 뜻대로 난 내 마음도 움직일 수 없는지 우린 서로 가까이 지냈으면서 누구 하나조차 괜찮지 않은 날을 보냈어 후회 없이 많은 사랑할 수 있던 날에 우린 무얼 했는지 사랑했었다고 말하기엔 난 아직도 널 너무 좋아해 숨기고 싶은 표정들이 네 앞에 서면 왜 이렇게 나오는 걸까 돌아서도 왜 미련들이 네 곁에서 맴돌며 남아 서성일까 때로는 그리워 앓다가도 때로는 미워지고 왜 하필 넌지 생각해 봐도 알 수 없는 일일뿐 우린 서로 가까이 지냈으면서 누구 하나조차 괜찮지 않은 날을 보냈어 어쩌면 우리가 헤어진 게 아닌 그저 떨어져야 했던 시간일 뿐이었다면 우린 서로 같은 마음을 지녔으면서 누구 하나조차 다가설 수 없었던 거였어 매일 서로 많은 시간을 떠올리면서 내색하지 못했어 사랑했었다고 말하기엔 난 아직도 널 너무 좋아해 ,14911,1074
경서예지,다정히 내 이름을 부르면 (여자 Ver.),2021-10-18,뜨거운 계절을 보내던 날 기분 좋은 바람이 두 빰을 스치는 가을 바다 한곳에 서서 아름다운 너와 나 그림을 그려갔어 모래 위 떨린 손끝으로 날 향해 웃어주는 입술 끝 모양과 단풍보다 예쁘게 붉은 두 볼을 가진 네가 다정히 내 이름을 부르면 내 마음이 녹아내려 언제나 나 하날 위해 준비된 선물 같아 널 안으면 잠들지 않는 바다 위를 너와 함께 걷는 것 같아 하늘 아래 너와 나 남은 내 모든 날을 너에게 다 줘도 안 아까워 이제서야 내가 사랑에 눈을 뜬 건 가봐 경험하지 못했고 믿기지 않는 일만 일어나고 있는 거 아니 10월에 피는 코스모스 향기를 가득 담아 부는 바람에 살며시 실어 보내 다정히 내 이름을 부르면 내 마음이 녹아내려 언제나 나 하날 위해 준비된 선물 같아 널 안으면 잠들지 않는 바다 위를 너와 함께 걷는 것 같아 하늘 아래 너와 나 설레이는 지금이 꿈이 아닌 걸 알잖아 난 더 바랄 게 없어 먼 훗날 내 생애 아주 작은 소리로 귓가에 말할 거야 내 곁에 머물러줘서 마음 다해 고맙다고 어떤 말로도 표현 못 할 내 인생의 전부였다고 이 순간 너를 꼭 안고 고백할게 언제나 우리 모든 날들과 햇살 아래 우리 그림자 제일로 특별하다고 세 계절의 끝을 지나서 너의 앞에 서있는 지금 선명한 목소리로 널 사랑한다고 말할게 ,5784,1075
이문세,사랑이 지나가면,1987-01-01,(1절) 그 사람 나를 보아도 나는 그 사람을 몰라요 두근거리는 마음은 아파도 이젠 그대를 몰라요 그대 나를 알아도 나는 기억을 못합니다 목이 메어와 눈물이 흘러도 사랑이 지나가면 그렇게 보고 싶던 그 얼굴을 그저 스쳐 지나며 그대의 허탈한 모습 속에 나 이젠 후회 없으니 그대 나를 알아도 나는 기억을 못합니다 목이 메어와 눈물이 흘러도 사랑이 지나가면  (2절) 그렇게 보고싶던 그얼굴을 그저 스쳐 지나며 그대의 허탈한 모습속에 나 이젠 후회없으니 그대 나를 알아도 나는 기억을 못합니다 목이 메어와 눈물이 흘러도 사랑이 지나가면  사랑이 지니가면  ,21247,1076
황치열,그대가 내 안에 박혔다,2018-11-20,한참을 하늘을 보고 걸어 갔어 내 지난 사랑은 온통 미련으로 가득한데 사랑이 있다는 말은 믿지 않아 그렇게 그렇게 그저 살아 사는 게 힘겨워서 버거워서 무너지고 싶던 그 날에 햇살처럼 그댄 내게 왔다 그대가 내 안에 박혔다 그대가 내 맘을 녹였다 그대가 나밖에 몰랐던 내가 사랑을 배워가고 있다 겨울같은 시간이 와도 꽃은 꺾지 않겠다 나 이제야 이제야 숨을 쉰다 너와 사는 게 힘겨워서 버거워서 무너지고 싶던 그 날에 햇살처럼 그댄 내게 왔다 그대가 내 안에 박혔다 그대가 내 맘을 녹였다 그대가 나밖에 몰랐던 내가 사랑을 배워가고 있다 겨울같은 시간이 와도 꽃은 꺾지 않겠다 나 이제야 이제야 숨을 쉰다 너와 한없이 춥기만 했던 어둡던 지난 밤들은 오늘을 위한 시련이었다 흩어진 내 맘이 길을 잃어도 아픈 시간이 와도 그대와 함께 걷겠다 내 전부를 걸겠다 그대와 그대가 내 안에 박혔다 그대가 내 맘을 녹였다 그대가 나밖에 몰랐던 내가 사랑을 배워가고 있다 겨울같은 시간이 와도 꽃은 꺾지 않겠다 나 이제야 이제야 꿈을 꾼다 너와 ,39729,1077
썸데이,알고있나요,2009-01-08,난 햇살에 눈이 부신 싱그런 아침이 오면 사랑에 눈을 뜨며 노랠 해요 오직 그대 하나만 위해서 For You I love you only you 설레이는 맘 가득해 향기로운 커피보다 부드러운 나의 숨결로 그대를 보아요 아나요 그대는 느끼죠 그대도 가슴이 말하고 있는 사랑이란걸요 들려요 이제는 보아요 이제는 꽃보다 더 아름다운 수줍은 마음을 날 바라봐요 나의 손을 꼭 잡아요 행복한 기분이죠 눈부신 운명이죠 사랑의 향기에 미소지어요 난 바람이 불어 오면 살며시 두 눈을 감고 사랑해 주문처럼 속삭여요 이런 내마음 느낄 수 있도록 그대 내 눈을 보아요 설레이는 맘 가득해 마법같은 키스처럼 따사로운 나의 마음을 이제는 보아요 아나요 그대는 느끼죠 그대도 가슴이 말하고 있는건 사랑이란걸요 들려요 이제는 보아요 이제는 꽃보다 더 아름다운 수줍은 마음을 난 약속해요 우리 손을 꼭 걸어요 행복한 기분이죠 눈부신 운명이죠 사랑의 향기에 취해보아요 영원히 아나요 그대는 느끼죠 그대도 가슴이 말하고 있는건 사랑이란걸요 들려요 이제는 보아요 이제는 꽃보다 더 아름다운 수줍은 마음을 오로지 난 그대만을 사랑합니다  ,29534,1078
