가수명,노래제목,발매일,가사,좋아요수,앨범사진,songId,순위
이승철,My Love (Duet Ver.),2020-11-05, 사랑해 그 말은 무엇보다 아픈 말 숨죽여서 하는 말 이젠 하기 힘든 말 햇살이 밝은 아침보다 밤의 달빛이 어울려요 이별의 그 입맞춤 잠시 접어 둔 채 이대로 이렇게 힘껏 안아 줄게 널 그리고 말할게 나 이렇게 너를 외치면서 My Love 넌 보지 못할 내 마지막 눈물 힘껏 안아 줄게 널 그리고 보낼게 나 또 한 번 너를 외치면서 My Love 넌 듣지 못할 사랑한단 내 말 괜찮아 그 말은 안쓰러운 거짓말이야 애쓰면서 웃어도 우린 그저 눈물만 Oh 햇살이 밝은 아침보다 밤의 달빛이 어울려요 이별의 그 입맞춤 잠시 접어 둔 채 이대로 이렇게 힘껏 안아 줄게 널 그리고 말할게 나 이렇게 너를 외치면서 My Love 넌 보지 못할 내 마지막 눈물 힘껏 안아 줄게 널 그리고 보낼게 나 또 한 번 너를 외치면서 My Love 넌 듣지 못할 사랑한단 내 말 힘껏 안아 줄게 널 그리고 말할게 나 이렇게 너를 외치면서 My Love 넌 보지 못할 내 마지막 눈물 힘껏 안아 줄게 널 그리고 보낼게 나 또 한 번 너를 외치면서 My Love 넌 듣지 못할 사랑한단 내 말 My Love My Love  ,22977,https://cdnimg.melon.co.kr/cm2/album/images/105/13/908/10513908_20201105101239_500.jpg?dc984078d0f60dce79da3ba6e7f4e528/melon/resize/282/quality/80/optimize,33040923,1042
백아연,사랑인 듯 아닌 듯,2016-09-21, 어쩌면 어쩌다 말하지 못한 감춰놓은 비밀이 있어 어디서 어떻게 시작된 건지 기억 못해도 너를 향해있어 너도 나와 같은 생각을 하고 있는지 그게 제일 궁금해 지금도 난 사랑인 듯 아닌 듯 헷갈려 한다면 지금 나를 안아줘 고민없이 가슴이 뛴다면 사랑이 맞아 그땐 고백해줄래 니 곁에 니 옆에 내가 있는데 왜 넌 모른 척 나를 피해가니 들켜버릴까봐 가슴을 치고 있었어 두근거리는 이 심장소리 사랑인 듯 아닌 듯 헷갈려 한다면 지금 나를 안아줘 고민없이 가슴이 뛴다면 사랑이 맞아 그땐 고백해줄래 우리 서로 멀리 돌아온 만큼 널 사랑하고 싶은데 저 파란 하늘 위로 내 마음을 고백해볼까 숨겨왔던 내 사랑을 I love you 사랑인 듯 아닌 듯 헷갈려 한다면 지금 나를 안아줘 고민없이 가슴이 뛴다면 사랑이 맞아 그땐 고백해줄래 너도 바로 나라고  ,39080,https://cdnimg.melon.co.kr/cm/album/images/027/11/767/2711767_500.jpg/melon/resize/282/quality/80/optimize,9650108,1043
V.O.S,부디,2010-03-03, 오랜만에 전화도 목소리도 그리웠나봐 애써 참아왔던 내 눈물이 새잖아 너만 모르던 간절했던 사랑도 바램도 숨긴 채 그래야만 버려야만 하는 건지 안녕이라는 말도 쉽게 눈물 감춰 꺼내고 알아도 차라리 나 모른 채로 하니까 후회된다는 말도 천번 만번을 더 삼키고 나 들킬까봐 너 울까봐 운다 좋아하던 그곳도 그 거리도 이제는 못가 내가 알아왔던 그 모든 게 너잖아 네가 미칠 듯 생각날까 기억도 추억도 묻은 채 그래야만 피해야만 하는 건지 안녕이라는 말도 쉽게 눈물 감춰 꺼내고 알아도 차라리 나 모른 채로 하니까 후회된다는 말도 천번 만번을 더 삼키고 나 들킬까봐 너 울까봐 운다 멀리서 봐 그대가 나를 볼까봐 뒤돌아 뛰어 봐도 다시는 돌아갈 수 없어 돌아 오라는 말도 차마 입에 담지 못하고 사랑은 왜 그리 늘 이별 앞에 약한지 마지막으로 안녕 부디 행복해야 한다고 다 끝날까봐 못 볼까봐 운다 안녕이라는 말도 쉽게 눈물 감춰 꺼내고 알아도 차라리 나 모른 채로 하니까 후회된다는 말도 천번 만번을 더 삼키고 나 들킬까봐 너 울까봐 운다   ,15816,https://cdnimg.melon.co.kr/cm/album/images/008/11/953/811953_500.jpg/melon/resize/282/quality/80/optimize,2590558,1044
럼블피쉬,안녕히 그대,2022-07-29, 나는 느꼈죠 처음 그대가 내 곁으로 다가왔을때 나의 심장은 멈춰버린듯 숨조차도 쉴수 없었죠 시간을 내가 되돌릴수 있다면 그대를 알고 싶지 않아요 다가오지말아요 사랑하지 말아요 그대 땜에 내가슴이 아픈데 사랑한다는 그말 잊진 않을 거에요 마음속에 깊이 간직할께요 사랑한다고 겁이 났었죠 밀어내려고 내맘들을 숨겨 왔었죠 내가 아니면 안된다는 말 인연이라 생각했었죠 그대가 알아볼까 나의 사랑을 감추고 곁을 내지 않았죠 슬퍼하지 말아요 행복했던 기억만 가슴속에 묻고 가져 갈께요 정말 사랑 했어요 아파하지도 마요 내 사랑은 그대뿐이였다고 안녕히 그대 따뜻하게 보내요 울지 말아요 그대를 정말 사랑했어요 슬퍼하지말아요 행복했던 기억만 가슴속에 묻고 가져 갈께요 정말 사랑 했어요 아파하지도 마요 내 사랑은 그대뿐이였다고 안녕히 그대  ,170,https://cdnimg.melon.co.kr/cm2/album/images/110/13/817/11013817_20220726112943_500.jpg?ca88836ad06a21cdaf1f011d0789aa14/melon/resize/282/quality/80/optimize,35462903,1045
디셈버,She's Gone,2012-05-01, 길을 걸을땐 이 노랠 들으면 one love 내생각나는지 슬픈 노랠들으면 내 얘기 같아서 자꾸 눈물 나는지 i missing you baby still loving you 너를 정말 사랑했나봐 baby i missing you baby still loving you 바보처럼 너를 못잊어 my love is gone 니가 보고 싶은 날엔 눈물 한방울에 하루를 버텨 one love is you 벌써 날 잊었겠지만 아직도 난 i wait for you get it get it get it wait it wait it wait it 너를 정말 사랑했나봐 get it get it get it wait it wait it wait it 바보처럼 너를 못잊어 버스를 타고 무심코 내린곳은 너의 집앞 골목 늦은 밤 취한 밤 널 바래다주며 잡던 손목 이러다 또 니생각이나 지갑속 사진에 눈물이나 she`s gone you are the only one i can`t live without you love is gone 비오는 날을 참 좋아했던 너 one love 너도 생각나니 아직도 비가 오면 니 생각이 나서 이렇게 눈물이 나 i missing you baby still loving you 너를 정말 사랑했나봐 baby i missing you baby still loving you 바보처럼 너를 못잊어 my love is gone 니가 보고 싶은 날엔 눈물 한방울에 하루를 버텨 one love is you 벌써 날 잊었겠지만 아직도 난 i wait for you 이러다 정말 죽을것 같아서 단하루도 난 안될것 같아서 my love is gone 니가 보고 싶은 날엔 눈물 한방울에 하루를 버텨 one love is you 벌써 날 잊었겠지만 아직도 난 i wait for you get it get it get it wait it wait it wait it 너를 정말 사랑했나봐 get it get it get it wait it wait it wait it 바보처럼 너를 못잊어 ,27655,https://cdnimg.melon.co.kr/cm/album/images/021/19/766/2119766_500.jpg/melon/resize/282/quality/80/optimize,3787653,1046
포맨 (4MEN),청혼하는 거예요,2013-05-08, 오늘을 위해서 나 한참을 기다렸죠 그대 내꺼 되길 또 소망하고 바랬죠 정식으로 프러포즈를 할까 아님 생일날 깜짝 파티를 할까 나 두근두근 설레던 그날이 오늘이죠 그대는 나의 lovely girl 그대는 나의 pretty girl 그대는 나의 영원한 나만의 천사 나를 받아줄래요 그대는 나의 lovely girl 그대는 나의 pretty girl 내 눈을 봐요 대답할 수 있나요 그대 나 청혼하는 거예요 예쁜 카페를 빌려볼까 아님 시청 앞 많은 사람들 앞에서 꽃을 줄까 반지를 내밀까 고민하던 나였죠 그대는 나의 lovely girl 그대는 나의 pretty girl 그대는 나의 영원한 나만의 천사 나를 받아줄래요 그대는 나의 lovely girl 그대는 나의 pretty girl 내 눈을 봐요 대답할 수 있나요 그대 나 청혼하는 거예요 살다 지쳐 힘들어도 또 내가 지긋지긋해 진다고해도 그대가 안아줘요 미안하고 또 고마워요 그대 내 옆에서 이렇게 손잡아줘서 날 위로 해줘서 그대는 나의 lovely girl 그대는 나의 pretty girl 그대는 나의 영원한 나만의 천사 나를 받아줄래요 그대는 나의 lovely girl 그대는 나의 pretty girl 내 눈을 봐요 대답할 수 있나요 그대 나를 받아줄래요 그대는 나의 lovely girl 그대는 나의 pretty girl 그대는 나의 영원한 나만의 천사 나를 받아줄래요 그대는 나의 lovely girl 그대는 나의 pretty girl 내 눈을 봐요 대답할 수 있나요 그대 나 청혼하는 거예요 나 청혼하는 거예요  ,63177,https://cdnimg.melon.co.kr/cm/album/images/021/84/411/2184411_500.jpg/melon/resize/282/quality/80/optimize,4108714,1047
박유천,찾았다,2010-09-16, 솔직히 처음엔 몰랐어 우연한 만남 있었지만 이제껏 난 기쁨보단 아픔을 더 많이 배웠어 눈물이 많았던 나지만 너에겐 웃음만 줄거야 이제서야 내 반쪽을 찾았나 봐 이렇게 가슴이 뛰고 있잖아 찾았다 내 사랑 내가 찾던 사람 뜨겁게 안아주고 싶어 가만히 눈을 감아 줄래 내가 입 맞춰줄 수 있게 사랑해 널 사랑해 찾았다 내 곁에 둘 한 사람 마음을 닫았던 나지만 너에겐 내 마음 줄거야 이제서야 내 반쪽을 찾았나 봐 이렇게 가슴이 뛰고 있잖아 찾았다 내 사랑 내가 찾던 사람 뜨겁게 안아주고 싶어 가만히 눈을 감아 줄래 내가 입 맞춰줄 수 있게 사랑해 널 사랑해 찾았다 내 곁에 둘 한 사람 다쳤던 내 마음 아픈 상처 다 안아준 사람 더 많이 사랑해 주고 싶어 언제까지나 찾았다 내 사랑 내가 찾던 사람 뜨겁게 안아주고 싶어 가만히 눈을 감아 줄래 내가 입 맞춰줄 수 있게 가만히 눈을 감아 줄래 내가 입 맞춰줄 수 있게 사랑해 널 사랑해 찾았다 내 곁에 둘 한 사람 고맙다 내 곁에 와 줘서   ,38249,https://cdnimg.melon.co.kr/cm/album/images/010/26/061/1026061_500.jpg/melon/resize/282/quality/80/optimize,2943720,1048
디셈버,사랑은 너와 별을 보는 것,2021-12-17, 사랑은 너와 별을 보는것 사랑은 너와 손을 잡고 걷는것 이젠 말할게 너에게 사랑해 세상 그 누구보다 네 마음에 슬픈 비가오면 내가 지붕이 되줄게 세찬 바람 불어도 지켜줄 그런 한사람이 되어줄게 지난 과거에 지쳤던 나의 손을 잡아줬던 너에게 모든걸 걸게 너만 있으면 돼 사랑은 너와 별을 보는것 사랑은 너와 손을 잡고 걷는것 이젠 말할게 너에게 사랑해 세상 그 누구보다 네 생일엔 촛불 하날 켜고 축하해 너를 사랑해 밤하늘의 빛나는 별처럼 내 가슴에 빛나는 한사람 오랜 세월이 지나도 나의 발걸음 맞춰줄 네가 있어서 행복해 우린 둘이니까 사랑은 너와 별을 보는것 사랑은 너와 손을 잡고 걷는것 이젠 말할게 너에게 사랑해 세상 그 누구보다 어제보다 더 많이 오늘은 더 사랑하도록 너의 그림자가 되어줄게 난 너이니까 you're my love 둘이어서 너무 행복해 너의 그 손을 잡을게 무슨 일 있어도 놓지않게 약속할게 i wanna love 나의 곁에 영원히 있어줘 너에게 마지막 사람이길 너에게 마지막 운명이길  ,6451,https://cdnimg.melon.co.kr/cm2/album/images/108/16/671/10816671_20211217110731_500.jpg?a18ae1599fb44ad8d816cc68a28de32b/melon/resize/282/quality/80/optimize,34428742,1049
최유리,이것밖에,2022-03-03, 미안하단 말도 못 해 우리의 지난날에 나는 멈춰 서서 사랑한단 말로 가득하던 우리 사랑과 너무 멀어졌어 사랑을 했고 나는 외로움과 함께 밀어붙이는 이기적인 맘 사랑을 해 또 나는 내 마음을 털어내 고된 나의 사랑들도 나의 마음 끝엔 고작 이런 노력밖에 없는 날을 보내 이 기적에 살아 정말 나를 줄게 이젠 날 돌아봐줄래 네가 없는 날에 나를 보내볼게 네겐 뭐든 줄게 내가 꿈꾸며 아껴왔던 내 모든 걸 줄게 어렵지 않아서 그래 모든 걸 모아줄게 뭐든 말해볼래 상처받은 말도 하나 없지만 그래 꿈이길 바라 눈 감을 때마다 그래 나는 나야 소리 내 뱉어보다가 온통 눈물로 가득 차와 나의 마음 끝엔 고작 이런 노력밖에 없는 날을 보내 이 기적에 살아 정말 나를 줄게 이젠 날 돌아봐줄래 네가 없는 날에 나를 보내볼게 오 나는 사라지는 날에 아쉬울 게 없듯이 너를 바라보는 것 내가 할 수 있는 게 그래 나는 잃어버리겠지만 이젠 멀어질 나를 위해 나의 마음 끝엔 고작 이런 노력밖에 없는 날을 보내 이 기적에 살아 이제 난 충분해 내게 남은 이것밖엔 내 모든 걸 준다는 이 마음이니  ,9744,https://cdnimg.melon.co.kr/cm2/album/images/108/82/990/10882990_20220228181834_500.jpg?3565b8199ca9036541c353dfa5b072d3/melon/resize/282/quality/80/optimize,34715216,1050
god,보통날,2004-12-08, 아침이면 일어나 창을 열고 상쾌한 공기에 나갈 준비를 하고 한 손엔 뜨거운 커피 한 잔을 든 채 만원버스에 내 몸을 싣고 귀에 꽂은 익숙한 라디오에선 사람들의 세상 사는 즐거운 사연 들으면서 하루가 또 시작되죠 화사하게 빛나는 햇살이 반겨주네요 Oh 어떡하죠 나 그대를 잊고 살아요 Oh 미안해요 나 벌써 괜찮은가봐요 잊지 못할 사랑이라 생각했었는데 잊혀져가네요 어느새 어떻게 간지 모르는 하루 해가 저물때쯤 울리는 친구들의 전화 나오라고 하루 산 얘기 회사 얘기 새로 만난 여자들 데이트 얘기 웃긴 얘기 지나치는 여자들 바라보기 TV 에 나오는 스포츠 경기에 목숨을 걸고 덤벼들면서 밥값 내기 시간이 가는 줄도 모른 체 떠들다 지쳐서 돌아오니 이런 어느새 새 벽2시 자 자 야겠지 친구들이 오늘했던 얘기 떠올리면 자꾸 웃음이 나와 웃으면서 누워 있으면 잠이 와 Oh 어떡하죠 나 그대를 잊고 살아요 Oh 미안해요 나 벌써 괜찮은가봐요 잊지 못할 사랑이라 생각했었는데 잊혀져가네요 어느새 우리 노랠 들어도 눈물이 나질 않고 네 소식을 들어도 미소가 흘러나오죠 괜찮은 거죠 날 버린 그대 잊어도 되죠 근데 왜 자꾸 이러면 안되는 것만 같은지 미안해 너무나 이렇게 쉽게 잊어서 미안해 내가 했던 말들 못지켜서 하지만 너무 힘들어서 널 더 이상 간직하고 살 수가 없었어 용서해줘 영원히 사랑할 거라고 약속했던 말 돌아선 네 등 뒤에다 맹세했던 말 마지막 날 혼자 울면서 다시는 내가 살아갈 그 날이 끝까지 마음 속에 널 간직할 결심을 한지 얼마 되지도 않았는데 너를 모두 지워버린 내가 너무 미울 거야 그래 정말 내가 약속을 모두 어긴 거야 그러니 용설 빌어 나도 이런 내가 싫어 널 잊어버린 기억마저 잊었어 아무렇지 않은 듯이 마치 사랑한 적이 없는 듯이 보통날이네요 어느새   ,37135,https://cdnimg.melon.co.kr/cm/album/images/000/43/691/43691_500.jpg/melon/resize/282/quality/80/optimize,623250,1051
이승철,내가 많이 사랑해요,2020-01-20, 무슨 일이 있었나요 날 바라보는 그대 눈빛 말하지 못할 고민이 있어 보여요 아름다운 그대 맘을 누가 다치게 했나요 내가 다 들어 줄게요 이젠 내가 많이 사랑해요 그 누구도 필요 없죠 그저 나를 바라봐 준 그댄 나의 선물이죠 이젠 몰래 아파하지 말고 내게 털어놔요 모든 걸 줄게요 My love 괜찮은 척 애써 웃지 않아도 돼요 나는 그저 그대 맘을 위로하고 싶죠 다른 의미 없이 그대를 위해 저 달을 선물하고 싶어요 손 내밀어요 그댈 위한 거죠 내가 많이 사랑해요 그 누구도 필요 없죠 그저 나를 바라봐 준 그댄 나의 선물이죠 이젠 몰래 아파하지 말고 내게 털어놔요 모든 걸 줄게요 사랑해줄게요 내가 많이 사랑해요 내가 많이 사랑해요 그 누구도 필요 없죠 그저 나를 바라봐 준 그댄 나의 선물이죠 이젠 몰래 아파하지 말고 내게 털어놔요 모든 걸 줄게요 사랑해줄게요 내가 많이 사랑해요 그 누구도 필요 없죠 그저 나를 바라봐 준 그댄 나의 선물이죠 이젠 몰래 아파하지 말고 내게 털어놔요 모든 걸 줄게요 My love 모든 걸 줄게요 My love  ,59202,https://cdnimg.melon.co.kr/cm2/album/images/103/77/808/10377808_20200120151734_500.jpg?6d35cc82982540e489af8230a0b4d160/melon/resize/282/quality/80/optimize,32325827,1052
케빈오,내 마음 내리는 곳에,2022-07-08, 잡힐 듯 말듯한 그대 찻잔에 녹아 내리면 어여쁜 미소 전부 담진 못해 애타는 맘만 커지네 맘 한켠에 감춘 불빛 이젠 더 숨기지 마요 창문을 두드린 빗방울 되어 사랑을 속삭이고파 내 숨결 가득히 그댈 안고서 은하수 아래 걷고 싶은 밤 그대 미소 노을빛 가득 번지면 이대로 우릴 기억할게요 이 밤 내 맘 내리는 곳에 그대가 서있나 봐요 달랠 길 하나 없는 지금 향긋한 그대 숨결에 내 온 사랑을 적셔요 부디 내게 봄을 피워주오 작은 꽃잎 그대의 맘에 띄우면 이 사랑 다 전해질까요 이 밤 내 맘 내리는 곳에 그대가 서있나 봐요 달랠 길 하나 없는 지금 향긋한 그대 숨결에 내 온 사랑을 적셔요 부디 내게 봄을 피워주오  ,1273,https://cdnimg.melon.co.kr/cm2/album/images/109/99/279/10999279_20220707144149_500.jpg?8068409ec117eec215c1624abe23b52a/melon/resize/282/quality/80/optimize,35379774,1053
가비엔제이,신촌에 왔어,2020-01-22, 결국 신촌에 왔어 벌써 7년 만인걸 지금 내 모습만큼 많이도 변했어 우리 자주 가던 사거리 포장마차 자리엔 낯선 옷가게들만 헤어지기 싫던 아쉬운 버스정류장 처음 입 맞추던 그림자 진 그 골목길 그때 우릴 어떻게 잊어 그렇게 좋았는데 손에 다 못 셀 그 시간이 여기 있는데 이 거리를 헤매다 보면 마주치는 우리 추억에 참아왔던 니가 와 내 맘을 붙든다 가끔 전해 들었어 원하던 좋은 직장도 얻고 잘살고 있다더라 여전히 나 혼자 어제만 살고 있나 봐 벌써 넌 다 잊고 내일을 살고 있는데 난 아직 멈춰있는데 그때 우릴 어떻게 잊어 그렇게 좋았는데 손에 다 못 셀 그 시간이 여기 있는데 이 거리를 헤매다 보면 마주치는 우리 추억에 참아왔던 니가 와 내 맘을 붙든다 너 없인 못 올 거 같던 이곳이 날 다시 흔들어 그 시절의 널 불러온다 아플 만큼 우리 예뻤어 사랑할 수 있어서 더 바랄 게 없던 그 날이 또다시 올까 이 거리를 헤매다 보면 혹시라도 널 보게 될까 걸음이 느려진다 그날의 신촌에서  ,18983,https://cdnimg.melon.co.kr/cm2/album/images/103/79/033/10379033_20200122151425_500.jpg?0b55781300adf743d5fbae3c5885cb95/melon/resize/282/quality/80/optimize,32331742,1054
환희,내사람,2008-09-17, 난 웃어도 눈물이 나 내 사랑이 혹시 그대 맘에 해가 될까 난 아파도 웃음을 머금죠 이렇게 내 앞에 그대가 있어 매일 눈 뜰 때마다 생각해요 매일 숨 쉴 때마다 불러 봐요 가여운 내 사람 왜 그댄 날 사랑 했나요 수척해진 마음엔 한숨 뿐인 하루엔 그대 쉴 곳 하나 없는데 미안해요 줄건 눈물 뿐인데 상처만 남은 가슴 뿐인데 그댈 바라봐도 될까요 안아 봐도 될까요 그대 웃음이 멈추면 어쩌죠 매일 걸을 때 마다 떠올라요 매일 잠들 때 마다 보고파요 그리운 내 사람 왜 그댄 날 사랑 했나요 말라버린 마음엔 추억 뿐인 하루엔 그대 쉴 곳 하나 없는데 미안해요 줄건 눈물 뿐인데 상처만 남은 가슴 뿐인데 그댈 바라봐도 될까요 안아 봐도 될까요 그대 웃음이 멈추면 어쩌죠 날이 갈수록 외로워져도 멀어질수록 그리워져도 그대 없이 아무것도 할 수 없어도 그댈 원해선 안돼 그래선 안돼 나를 위해서도 안돼 사랑해요 끝까지 기억해요 지금 사랑한다 이 말은 내 모든 걸 다 걸었어요 후회하진 않아요 눈을 감아도 사랑해요 너무나 사랑해요 상처만 남은 가슴 뿐인데 그댈 바라봐도 될까요 안아봐도 될까요 기다렸어요 그대란 내 사람 이젠 놓치지 마요 다음 세상에도 우리  ,33098,https://cdnimg.melon.co.kr/cm/album/images/003/97/893/397893_500.jpg/melon/resize/282/quality/80/optimize,1928051,1055
박기영,마지막 사랑,1999-04-27, 몰랐었어 너의 그바램들을 모두 이해한다 믿고만 싶었던거야 너무 힘들다고 말하는 널 보며 잠시 헤어지자고 말을 했던 나였어 미안했어 나의 이기심들에 상처입어가는 널 보지 못했던거야 마지막이라고 믿었던 사랑을 바보처럼 보내고 사진속에 웃고 있는 너를봐 어디 있니 넌 지금 점점 바래져가는 니 모습 그려보고 있어 단한번이라도 내 모습 떠올라 긴 한숨짓고 있다면 다시 돌아와 너를 위해 비워둔 내 맘속 그곳에 마지막 사랑이라 믿는 내게로 미안했어 나의 이기심들에 상처입어가는 널 보지 못했던거야 마지막이라고 믿었던 사랑을 바보처럼 보내고 사진속에 웃고 있는 너를봐 어디있니 넌 지금 점점 바래져가는 니 모습 그려보고 있어 단한번이라도 내 모습 떠올라 긴 한숨 짓고 있다면 다시 돌아와 너를 위해 비워둔 내 맘속 그곳에 영원히 나를 지켜줘 단한번이라도 내 모습 떠올라 긴 한숨짓고 있다면 다시 돌아와 너를 위해 비워둔 내 맘속 그곳에 마지막 사랑이라 믿는 내게로  ,27781,https://cdnimg.melon.co.kr/cm/album/images/000/03/886/3886_500.jpg/melon/resize/282/quality/80/optimize,82979,1056
아이유,사랑이 지나가면,2014-05-16, 그 사람 나를 보아도 나는 그 사람을 몰라요 두근거리는 마음은 아파도 이젠 그대를 몰라요 그대 나를 알아도 나는 기억을 못합니다 목이 메어와 눈물이 흘러도 사랑이 지나가면 그렇게 보고 싶던 그 얼굴을 그저 스쳐 지나면 그대의 허탈한 모습 속에 나 이젠 후회 없으니 그대 나를 알아도 나는 기억을 못합니다 목이 메어와 눈물이 흘러도 사랑이 지나가면 그렇게 보고 싶던 그 얼굴을 그저 스쳐 지나면 그대의 허탈한 모습 속에 나 이젠 후회 없으니 그대 나를 알아도 나는 기억을 못합니다 목이 메어와 눈물이 흘러도 사랑이 지나가면 사랑이 지나가면 사랑이 지나가면  ,91715,https://cdnimg.melon.co.kr/cm/album/images/022/56/290/2256290_500.jpg/melon/resize/282/quality/80/optimize,4646572,1057
승관 (SEVENTEEN),Pit a Pat,2022-06-28, 들어본 적 있니 떨어질 것 같은 심장 소릴 내게도 들려와 마치 내게 말하는 것 같아 I feel this way because You are in me My heart goes pit a pat Feels like I'm stuck with you 그때처럼 다시 또 My heart goes out to you I feel the same as you 모든 게 전해져와 그날처럼 꼭 내 마음처럼 너의 모든 게 내게로 흘러와 어쩌면 이렇게 이어진 듯 느껴지는 걸까 You gave me love without Even knowing My heart goes pit a pat Feels like I'm stuck with you 그때처럼 다시 또 My heart goes out to you I feel the same as you 모든 게 전해져와 I can hear you ah Where ever you are 내겐 들려와 Can be with you for every moment 어디에 있든 My heart goes pit a pat Feels like I'm stuck with you 그때처럼 다시 또 My heart goes out to you I feel the same as you 모든 게 전해져와 그날처럼  ,10756,https://cdnimg.melon.co.kr/cm2/album/images/109/91/777/10991777_20220627171508_500.jpg?711311c5823b4ad9642c0f1ba0d83327/melon/resize/282/quality/80/optimize,35341026,1058
임창정,Love Affair,1999-03-26, 지금쯤 올 때도 됐는데 이제는 잊을 때도 됐는데 내게 올 수 없는 건 그댈 향한 나처럼 어쩔 수 없는지 보고파 눈물이 흘러도 그 얼굴 그토록 그리워도 내가 할 수 있는 건 우두커니 그대를 기다리는 일 자꾸만 흐르는 나의 눈물이 행복한 그댈 힘들게 하나요 우린 단 한번 스쳐가는 인연으로 끝난건가요 사랑은 했었나요 무언가 이유가 있겠죠 무언지 말할 수가 없겠죠 기다리는 나보다 올 수 없는 마음이 더 힘들겠죠 세상에 또 다시 태어났을 땐 엇갈림없이 잘할 수 있겠죠 그 땐 처음 본 그대 모습 기억해서 또 지금처럼 놓치지 않을게요 내 사랑 쉽게만 보였었는지 모두 주기엔 불안했었는지 제발 내게로 돌아오는 길이라면 느낄 수 있게 지치기 전에 나 또 다시 태어났을 땐 엇갈림없이 잘할 수 있겠죠 그 땐 처음 본 그대 모습 기억해서 또 지금처럼 놓치진 않을게요  ,20312,https://cdnimg.melon.co.kr/cm/album/images/000/04/708/4708_500.jpg/melon/resize/282/quality/80/optimize,82070,1059
매드클라운,My Love is Pain,2022-03-16, 제발 나를 떠나가 내가 널 아프게 할 테니까 나의 품을 벗어나 내가 찾을 수 없는 곳으로 이 사랑은 내가 새겨둘게 이 사랑은 내가 기억할게 착한 얼굴 하고서 마치 날 악당을 보는 것 같이 너의 맘속에 가시가 박혀 널 잡지 못해 꺾여버린 장미 난 피를 볼 준비됐어 그게 아니면 뭐가 더 필요할까 마지막까지 내가 미친놈인 거야 날 벗어나려 하는 너를 붙잡아 나를 봐 아직도 할 말을 찾지 못했어 구멍이 나버린 네 말투에서 나를 찾기엔 이젠 너무 늦었어 나의 말끝에 붙어 변명은 됐어라는 말 넌 반으로 접어 내 마음 근데 난 아직 너를 떠날 수 없는데 제발 나를 떠나가 내가 널 아프게 할 테니까 나의 품을 벗어나 내가 찾을 수 없는 곳으로 이 사랑은 내가 새겨둘게 이 사랑은 내가 기억할게 My Love Is Pain Love Is Pain What Can I Say Love Is Pain What Can I Say 난 겁이 나 네가 없는 이 밤을 견뎌낼 수 있을까 예전이나 지금이나 어린애같이 굴어 이건 병이야 네가 버릇돼 넌 학을 뗐지만 너의 쪽으로 나 걸을게 넌 대체 어디 있기에 만남이 우릴 피해 혼자 남은 말끝엔 고통 없는 이별이 어딨어 과걸 따라간 내 모습이 웃기다가도 눈물 참았어 멀리 떠나갔네 나 여기에 내려두고 갈래 가지고서 떠나버리기에는 My Love Is Pain 나 여전히 똑같애 제발 나를 떠나가 내가 널 아프게 할 테니까 나의 품을 벗어나 내가 찾을 수 없는 곳으로 이 사랑은 내가 새겨둘게 이 사랑은 내가 기억할게 내가 사는 동안에 가슴속에 너를 안고 멈춰진 시간 속을 살아갈게 제발 나를 떠나가 내가 널 아프게 할 테니까 나의 품을 벗어나 날 만나기 전으로 돌아가 이 사랑은 내가 새겨둘게 이 사랑은 내가 기억할게 My Love Is Pain Love Is Pain What Can I Say My Love is Pain Love Is Pain What Can I Say  ,7055,https://cdnimg.melon.co.kr/cm2/album/images/108/92/243/10892243_20220316122026_500.jpg?34e1afb540eea084b245aeed55eeb9ee/melon/resize/282/quality/80/optimize,34761864,1060
길구봉구,있어줄래,2019-04-08, 세상에 어떤 꽃잎도 아름답지만 짧은 기억을 머금고 떨어지듯이 영원한 것은 없다고 난 그걸 너무 잘 알지만 너만은 아니길 난 기도해 바람이 불어도 나의 마음이 흩어지지 않게 나의 손을 내 마음을 안아줄래 나의 옆에 있어줄래 내가 모든 걸 잃어도 너만은 꼭 남아줄래 모두가 날 떠나가도 넌 지금 이대로 늘 변치 않기를 널 기억 못 하는 그날이 와도 나와 있어줄래 내일을 약속해줄 수 없는 나지만 변함없는 그 마음을 내려준 너라서 고마워 우리의 오늘이 시간에 바래 녹슬어 간대도 나의 눈에 나의 품에 안겨줄래 나의 옆에 있어줄래 내가 모든 걸 잃어도 너만은 꼭 남아줄래 모두가 날 떠나가도 넌 지금 이대로 늘 변치 않기를 사실 난 그게 너무 두려워 다 주고도 다 하고도 늘 미안한 그 말 널 사랑해 영원보다 더 영원히 내 옆에 있어줘 My love 이 세상에 모든 빛이 사라진대도 너만은 내 눈앞에서 지금처럼 날 비춰주길 사랑해 영원히 사랑해 영원히 너를 기억 못 하는 그날이 와도 나와 있어줄래  ,38573,https://cdnimg.melon.co.kr/cm/album/images/102/71/322/10271322_500.jpg?769ada726425ae3c9a598b216ffa63aa/melon/resize/282/quality/80/optimize,31723469,1061
