가사,감정
혹시 기억해 처음 만난 햇살 가득히 눈부셨던 그날 늘 이렇게 나의 곁에 있어준 너에게 난 감사해 and again and again I just need you to be with me As time goes on 우리 편해진 게 때론 속상하게 했을지 몰라 언제든 내게 말해도 돼 네가 원하는 내가 돼줄게 너의 하루 끝엔 늘 내가 가득 널 품에 안고 네 얘길 들어줄게 내겐 항상 완벽하지 않아도 돼 It's alright 넌 이대로 있어주면 돼 늘 지금처럼만 늘 지금처럼만 As time goes on 익숙해져 버린 우리라서 나는 더 다행인걸 언제든 내가 돌아 보면 그 자리에 있을 널 알기에 너의 하루 끝엔 늘 내가 가득 널 품에 안고 네 얘길 들어줄게 내겐 항상 완벽하지 않아도 돼 It's alright 넌 이대로 있어주면 돼 늘 지금처럼만 내가 늘 꿈꿔왔던 세상을 선물해 준 너 I always wanna be there for you and I know that you will feel the same 나의 하루 끝엔 네가 가득 날 품에 안고 내 얘길 들어줄래 우리 항상 완벽하지 않아도 돼 It’s alright 넌 이대로 있어주면 돼 늘 지금처럼만 넌 내 곁에 있어주면 돼 지금처럼만,happy
 너의 눈에 별이 떠 있어 그 빛이 날 부르고 있어 날 봐요 그렇게 아른대게 웃으면 I'm into you 푸른빛이 밀려온다 꿈을 꾸듯 떨려온다 너에게로 빠져든다 너의 눈에 별이 떠 있어 그 빛 속에 내가 서 있어 소리 없이 네가 내게 떨어진다 내 가슴에 안긴다 My love My light My star 까만 밤이 눈부신 이유 모든 빛이 새로 시작된 이유 네가 내게 쏟아진다 나의 품에 번진다 My love My light My star 널 사랑해 아나요 입술에 그대 숨이 닿으면 Blow in my heart 바람빛이 불어온다 달콤함에 젖어 든다 너에게로 빠져든다 너의 눈에 별이 떠 있어 그 빛 속에 내가 서 있어 소리 없이 네가 내게 떨어진다 내 가슴에 안긴다 My love My light My star 널 사랑해 눈을 감아도 왜 눈이 부신 걸까 I'll be your night You Love me like a shining star 난 너의 품에 안기고 싶어 그 품 안에 숨 쉬고 싶어 찬란하게 네가 내게 달려온다 나를 끌어안는다 You're mine I'm yours Forever 까만 밤이 눈부신 이유 모든 빛이 새로 시작된 이유 네가 내게 쏟아진다 나의 품에 번진다 My love My light My star 널 사랑해  ,happy
안경 너머 보이는 흐릿한 세상은 꼭 나 같아 밤새도록 써 내린 노래는 타다 만 나방 같아 Stay my tiny dreams 내 작은 방 별 하나 꺼지면 Stay my shiny dreams 내 친한 벗 날 찾아오겠지 Oh- Stay my tiny dreams 내 작은 방 별 하나 꺼지면 Stay my shiny dreams 내 친한 벗 날 찾아오겠지 뱉어낸 숨으로 하루를 달래고 허기진 몸을 누이면 어질러 놓은 마음 들킬 것 같아 흘러내린 이불로 긴긴밤을 덮어 Oh- Stay my tiny dreams 내 작은 방 별 하나 꺼지면 Stay my shiny dreams 내 친한 벗 날 찾아오겠지 Stay my tiny dreams If I truly loved all the things that I wanted Stay my shiny dreams 내 그리운 벗 날 찾아오겠지 ,happy
 너의 집 앞에서 한참 동안 기다린 거야 네가 오는 길에 혹시나 마주칠까 봐 널 만나게 되면 어떤 얘길 먼저 꺼낼까 우연히 널 만난 것처럼 보여야 할 텐데 첫눈에 반해 널 사랑했어 어떻게 표현할지도 몰라 눈치도 없이 나의 심장만 두근거려 골목을 돌아서 네가 걸어오는 게 보여 준비한 선물과 편질 전해줘야 하는데 용기를 낸 순간 네 곁으로 다가갔지만 안녕이란 말만 하고서 지나쳐버렸네 첫눈에 반해 널 사랑했어 어떻게 표현할지도 몰라 눈치도 없이 나의 심장만 두근거려 너를 기다리다가 문득 행복한 상상이 현실이 되길 기도하니까 내 눈엔 너만 빛나고 있어 yes you 지금 고백할 거야 나를 받아줘 밤하늘의 별을 따서 너에게 줄래 너는 내가 사랑하니까 더 소중하니까 오직 너 아니면 안 된다고 외치고 싶어 그저 내 곁에만 있어줘 떠나지 말아 줘 그저 내 곁에만 있어줘 떠나지 말아 줘 바보처럼 돌아서던 내 모습 뒤로 내 이름을 부르는 목소리 바로 너였어 나와 함께하고 싶다는 그 말을 전하고 그렇게 우리의 사랑은 시작됐던 거야 라라라라 랄라라랄라 라라라 랄라라라라 라라라 랄랄라랄라 라랄랄라 내 곁에 있어줘 라라라라 랄라라랄라 라라라 랄라라라라 라라라 랄랄라랄라 라랄랄라  ,happy
 If you've ever been in love before I know you feel this beat If you know it Don't be shy and sing along 울지마 이미 지난일이야 삶의 반직선위에 점일뿐이야 살아가면서 누구나 겪는 일이야 어른이 되는 단지 과정일뿐야 Yo 단지 과정일뿐야 제발 이러지말아요 끝이라는 얘기 나는 항상 시작인걸요 그댈 사랑하는 마음 점점 커져가고 있는 날 잘 알잖아요 네가 밟고 걷는 땅이 되고 싶던 난 잠시라도 네 입술 따뜻하게 데워준 커피가 되어주고 싶었었던 난 아직도 널 울리고 있을거야 아마도 난 사랑해 사랑하는 마음 말고 왜 이렇게도 너무 필요한게 많은건지 왜 지금 너를 만나지 않아도 널 울리고 있을 내가 나는 왜 이리도 싫은건지 나를 많이 알잖아요 그댈 사랑하며 나를 모두 버렸다는걸 혼자 울며 걷는 나를 모르나요 그러니 제발 이러지마요 Hey girl Can you please tell me why No You don't have to lie And it hurts me inside But i want you to know haha 그래 어느 하늘아래 안에 작은 내 사랑 이젠 나의 사랑한단 말도 의미도 잠시 우리의 힘들었던 지나간 나의 넌 기리 위리 우리의 히리 위리 돌릴수 없는 우리 I Know 이제는 되돌리지 못할거란걸 You Know 아니 너를 사랑한단걸 오래전 노래처럼 오래 오래 널 간직할래 그래 너만을 위한 나의 사랑은 이래 Remember I miss you 난 하지만 행복해 이젠 넌 잘 할수 있을테니깐 연습이 힘들었던만큼 다음엔 꼭 나같은 남자는 피해갈테니 자상하고 부드럽고 따뜻한 남자였음 좋겠어 너의 부모님 마음 충분히 만족시켜드리고 편하게 해드릴수 있는 단 한방울의 눈물없이 단 한번의 아픔없이 상처없이 너무 편안한 사랑을 했음 좋겠어 꿈에서라도 싫어요 떠나지 말아요 나는 죽을지도 몰라요 이대로 행복한걸요 모르겠나요 아무것도 바라지 않아 지나간 사랑으로 날 그대의 추억속에서 살게할건가요 사랑은 계속 커져갈텐데 이대로 나를 정말 보낼건가요 울지마 이미 지난일이야 버틸 수 없을만큼 힘들겠지만 삶의 반직선위에 점일뿐이야 어느때보다도 긴 시간이겠지만 살아가면서 누구나 겪는일이야 쉽게 받아 들일수는 없겠지만 어른이 되는 단지 과정일뿐야 Yo 단지 과정일뿐야  ,happy
 010 5236 3219 지금 이 번호로 전화해줘 같았던 우리의 뒷번호처럼 내 맘 그대로야 전화해줘 어느 늦은 밤 모르는 번호에 밤새 잠 못 이뤄 뒤척이며 혹시 너일까 하는 내 마음에 눈물로 꾹꾹 눌러보지만 Call me back Call me back 지금 이 번호로 전화해줘 Call me back Call me back 내 맘 그대로야 전화해줘 아직 사랑한다고 많이 보고 싶다고 너의 전화를 기다리는 내게 Call me back Baby Call me back 네가 보냈던 마지막 문자에 밤새 몇 번이고 후회하며 그땐 너에게 미안한 마음에 눈물로 꾹꾹 눌러보지만 Call me back Call me back 지금 이 번호로 전화해줘 Call me back Call me back 내 맘 그대로야 전화해줘 아직 사랑한다고 많이 보고 싶다고 너의 전화를 기다리는 내게 Call me back Baby Call me back 너와 내 추억이 울릴 때마다 다시 내 맘을 울려 아직 사랑한다고 사랑한다고 단 하루도 잊지 못한 내게 아직 너만 기다리는 내게 Call me back Call me back 지금 이 번호로 전화해줘 Baby Call me back Call me back 제발 잊지 말고 전화해줘 Baby Call me back Call me back 지금 이 번호로 전화해줘  ,happy
" 왜 이리도 쉽게 토라지는지 내 맘이 작아서 너무 한심하지? Don’t go 좀 심했던 걸 알아 또 후회 가득인 날 용서할 수 있니 어떻게 널 볼까 밤새 뒤척인 맘의 조각들 반짝이지 않아 난 알고 있는데 내가 할 수 있는 건 I’m sorry 그 말뿐이란 걸 Tell me why I let you down Any chance I get I’m breaking down 잘못인 걸 다 아는데 왜 힘든 걸까 To tell you that I’m Sorry, Heart Nanana woo hmm Nanana woo hmm 넌 항상 내 곁에 있을 거란 그런 내 욕심이 너를 지치게 만든 걸까 고운 체를 걸러 적당한 단어만 찾고 있어 복잡한 핑계의 말 난 알고 있잖아 내가 해야 하는 건 I’m sorry 그 말뿐이란 걸 (내겐 그 말뿐이란 걸) Tell me why I let you down Any chance I get I’m breaking down 잘못인 걸 다 아는데 왜 힘든 걸까 To tell you that I’m Sorry, Heart Nanana woo hmm Nanana woo hmm Sorry if I'm too much Sorry if it's too fast Sorry I'm not holding back Tell me why I let you down Any chance I get I’m breaking down 잘못인 걸 다 아는데 왜 힘든 걸까 To tell you that I’m Sorry, Heart Nanana woo hmm Nanana woo hmm Nanana woo hmm Nanana woo hmm ",happy
그대 그약속-을 기억하고 있을까-요 I believe I believe I believe 많이 변했을 내 모습을 알아볼까-요 And I believe I believe I believe 니가 떠나던 날 너의 빈 책-상위에 새겨져- 있- 던 그말을- - 난 기-억해-요 오늘이 바로 그대 약속-한 그날인-걸-요-- 오지 못할-거-란걸 알고 있어 앞으로도 영원-히- 볼 수 없-다는 것-을- 이젠 이세상에 너란 사-람은 없는거니 내가 잘못 안-것이길 빌고- 있어 우리- 약속한- 이곳에-서- 처음부터 운-명이란 걸 난 느꼈어-요 I believe I believe I believe 친근한 말 한 -마디조차 한 적 없지-만 And I believe I believe I believe 슬픈 그대 얼굴 이유를 알-았을때 애써 담-담-한 표정만-- 짓고- 있었- 죠 연락하기로 해 웃으며 말-하던 너는- 어-디있-니 오지 못할-거-란걸 알고 있어 앞으로도 영원-히- 볼 수 없-다는 것-을- 이젠 이세상에 너란 사-람은 없는거니 내가 잘못 안-것이길 빌고- 있어 우리- 약속한 이곳에서--- ,happy
서로를 느껴가면서 조금씩 서로 알아가면서 언젠가는 우리 어쩌면 둘이 I do  친구들 앞에서 우리가 친구사일 넘어서 둘이 영원히 함께 하기로 했다며 I do  And I I wanna know 나만 이렇게 느낀거냐고 아님 네 마음도 내 마음처럼 영원히 함께 할 꿈을 꾸는지  I do I do 영원히 함께 하겠다는 그 말 I do 너와 있을때마다 조심스럽게 마음속으로  I do I do wanna spend my life with you 꿈을 꾸며 I do 소중한 그 맹세를 할 때 네곁에 내가 나의 곁엔 네가 있기를  손을 잡고 걸어가면서 서로에게 발을 맞춰보면서 영원히 함께 할 수 있는지 느껴봐  And I I need to know 나만 이렇게 느낀거냐고 아님 너도 내 마음처럼 영원히 함께할 꿈을 꾸는지  I do I do 영원히 함께 하겠다는 그 말 I do 너와 있을 때마다 조심스럽게 나의 마음속으로  I do I do wanna spend my life with you 꿈을 꾸며 I do 소중한 그 맹세를 할 때 네곁에 내가 나의 곁엔 네가 있기를  이제 시작한 우리사랑 아직은 모든게 이르지만 그래도 나도 모르게 자꾸 꾸는 꿈 I do I do  그래도 나도 모르게 자꾸 꾸는 꿈 I do I do -  ,happy
친했던 친구들도 피하고 그대만 바라봤죠 안 해본 요리도 난 배우고 그대만 기다렸죠 그대는 참 못됐죠 그대는 참 나쁘죠 그대가 원하는 건 뭐든지 난 다 했었는데 하루 종일 울다가 웃었다가 미친 것처럼 이런 내 모습도 원한 건가요 그댄 다신 사랑은 하지 말아요 너무 나쁜 사람이니까 날 버린 그 대가로 행복하지 말아요 Baby I don't like you I don't like you 다시 온대도 나는 싫어요 Baby I don't like you I don't like you 돌아 온대도 내가 싫어요 그대는 참 못된 사람 그대는 참 나쁜 사람 어쩌면 이렇게도 아파요 상처하나 없는데 어쩌면 이렇게도 쓰려요 독을 삼킨 것처럼 그대는 참 못됐죠 그대는 참 나쁘죠 순진한 내 사랑이 그렇게 재미있었나요 하루 종일 욕하고 미워하고 잊은 것처럼 자꾸 그럴수록 눈물만 나요 그댄 다신 사랑은 하지 말아요 너무 나쁜 사람이니까 날 버린 그 대가로 행복하지 말아요 Baby I don't like you I don't like you 다시 온대도 나는 싫어요 Baby I don't like you I don't like you 돌아 온대도 내가 싫어요 달아 달아 달콤한 사랑의 속삭임도 모두 거짓인걸 나만 몰랐죠 아직 어려서 내게 했던 말들을 믿었던 게 후회가 돼요 그대는 참 못됐죠 그대는 참 나쁘죠 마지막 가르쳐준 사랑이 눈물인가요 그대보단 더 좋은 사람 만나서 매일매일 웃고 살게요 멀리서 행복한 날 지켜보며 살아요 Baby I don't like you I don't like you 다시 온대도 나는 싫어요 Baby I don't like you I don't like you 돌아 온대도 내가 싫어요 ah oh oh oh du su su du ru su 돌아온대도 내가 싫어요 그대는 참 못 된 사람 그대는 참 나쁜 사람 ,happy
" 왜 이리도 쉽게 토라지는지 내 맘이 작아서 너무 한심하지? Don’t go 좀 심했던 걸 알아 또 후회 가득인 날 용서할 수 있니 어떻게 널 볼까 밤새 뒤척인 맘의 조각들 반짝이지 않아 난 알고 있는데 내가 할 수 있는 건 I’m sorry 그 말뿐이란 걸 Tell me why I let you down Any chance I get I’m breaking down 잘못인 걸 다 아는데 왜 힘든 걸까 To tell you that I’m Sorry, Heart Nanana woo hmm Nanana woo hmm 넌 항상 내 곁에 있을 거란 그런 내 욕심이 너를 지치게 만든 걸까 고운 체를 걸러 적당한 단어만 찾고 있어 복잡한 핑계의 말 난 알고 있잖아 내가 해야 하는 건 I’m sorry 그 말뿐이란 걸 (내겐 그 말뿐이란 걸) Tell me why I let you down Any chance I get I’m breaking down 잘못인 걸 다 아는데 왜 힘든 걸까 To tell you that I’m Sorry, Heart Nanana woo hmm Nanana woo hmm Sorry if I'm too much Sorry if it's too fast Sorry I'm not holding back Tell me why I let you down Any chance I get I’m breaking down 잘못인 걸 다 아는데 왜 힘든 걸까 To tell you that I’m Sorry, Heart Nanana woo hmm Nanana woo hmm Nanana woo hmm Nanana woo hmm ",happy
꿈만 같은 기분도 잠시 결국에 넌 또 낯선 느낌 수만 가지 감정이 섞여 어쩌면 넌 참 나쁜 것 같아 노을 같은 사람 너무 예뻐 거짓말처럼 사라진대도 황홀한 기억 똑같은 시간에 돌아와 줘요 혼자만의 밤이 무서워 노을은 참 예쁘다 In my dream I just gave you my star I feel silly when I look into your eyes 꿈만 같은 기분도 잠시 끝내 넌 멀리 사라지고 오늘 같은 날은 네가 더 간절한데 네가 없어 더 아픈 것 같아 노을 같은 사람 너무 예뻐 거짓말처럼 사라진대도 황홀한 기억 똑같은 시간에 돌아와 줘요 혼자만의 밤이 무서워 노을은 참 예쁘다 네가 있던 그 자릴 원하지 미움만 커진다 가끔은 그늘 아래도 햇살이 필요해 넌 왜 보이질 않는지 노을 같은 사람 보고 싶어 그 모습도 희미해지네요 나만을 보던 사랑스러운 그 눈빛까지도 이젠 느낄 수가 없네요 노을 같은 사람 너무 예뻐 거짓말처럼 사라진대도 황홀한 기억 똑같은 시간에 돌아와 줘요 혼자만의 밤이 무서워 노을은 참 예쁘다,happy
 In this moment I see you It always comes around As I believed When the rain stops You shine on me Your light’s the only thing that keeps the cold out Moon in the summer night Whispering of the stars They’re singing like Christmas trees for us So I’ll tell you A Million tiny things that You have never known It all gets tangled up inside And I’ll tell you A Million little reasons I’m falling for your eyes I just want to be where you are It’s such a strange thing to do Sometimes I don’t understand you But It always brings me back To where you are 혹시 아니 너에겐 나만 아는 모습이 있어 한여름밤 오는 첫눈같이 믿기지 않는 기적 같은 놀라운 순간 넌 언젠가 또 불어온 바람에 마음이 날아다녀도 기다릴게 So I’ll tell you A Million tiny things that You have never known It all gets tangled up inside And I’ll tell you A Million little reasons I’m falling for your eyes I just want to be where you are Tell you A Million tiny things that You have never known It all gets tangled up inside Tell you A Million little reasons I’m falling for your eyes I just want to be where you are  ,happy
오늘을 위해서 나 한참을 기다렸죠 그대 내꺼 되길 또 소망하고 바랬죠 정식으로 프러포즈를 할까 아님 생일날 깜짝 파티를 할까 나 두근두근 설레던 그날이 오늘이죠 그대는 나의 lovely girl 그대는 나의 pretty girl 그대는 나의 영원한 나만의 천사 나를 받아줄래요 그대는 나의 lovely girl 그대는 나의 pretty girl 내 눈을 봐요 대답할 수 있나요 그대 나 청혼하는 거예요 예쁜 카페를 빌려볼까 아님 시청 앞 많은 사람들 앞에서 꽃을 줄까 반지를 내밀까 고민하던 나였죠 그대는 나의 lovely girl 그대는 나의 pretty girl 그대는 나의 영원한 나만의 천사 나를 받아줄래요 그대는 나의 lovely girl 그대는 나의 pretty girl 내 눈을 봐요 대답할 수 있나요 그대 나 청혼하는 거예요 살다 지쳐 힘들어도 또 내가 지긋지긋해 진다고해도 그대가 안아줘요 미안하고 또 고마워요 그대 내 옆에서 이렇게 손잡아줘서 날 위로 해줘서 그대는 나의 lovely girl 그대는 나의 pretty girl 그대는 나의 영원한 나만의 천사 나를 받아줄래요 그대는 나의 lovely girl 그대는 나의 pretty girl 내 눈을 봐요 대답할 수 있나요 그대 나를 받아줄래요 그대는 나의 lovely girl 그대는 나의 pretty girl 그대는 나의 영원한 나만의 천사 나를 받아줄래요 그대는 나의 lovely girl 그대는 나의 pretty girl 내 눈을 봐요 대답할 수 있나요 그대 나 청혼하는 거예요 나 청혼하는 거예요 ,happy
 오늘은 뭔가 좀 다른 기분 Feeling 이젠 때가 된 것 같은 느낌 Love U 하늘에선 마침 눈이 내려 Now It's Falling 뭔가 잘 될 것 같은 예감 하얀 거리마다 행복해 보이는 연인들 니 맘은 어떤지 내 맘과 같은지 우리 시작해볼까 오늘은 괜찮을까요 내 맘이 전해질까요 내리는 하얀 눈처럼 너에게 닿을까요 숨겨왔던 내 맘 전부 고백할게요 바로 오늘 크리스마스이니까 사실 그대도 조금은 기댈 했잖아요 못 이기는 척 웃는 너 그런 니가 사랑스러워 오늘은 괜찮을까요 내 맘이 전해질까요 내리는 하얀 눈처럼 너에게 닿을까요 숨겨왔던 내 맘 전부 고백할게요 바로 오늘 크리스마스 많은 사람들 속에 너만 내 눈에 보여 의상 좋고 머리도 괜찮고 얼굴 상태 나쁘지 않아 오늘만 기다렸단 말야 눈치껏 눈도 내린단 말야 또박또박 연습한 멘트 뚜벅뚜벅 걷는 발걸음이 벌써 네 앞에 도착했어 올해 크리스마스 선물은 나야 귀요미 루돌프 남 오늘이야 메리 크리스마스 조금만 더 용길 낼게 이 순간이 지나버리면 널 놓칠지 몰라 진심이 더 진심처럼 느껴지는 게 바로 오늘 크리스마스이니까 너와 나 영원히 Christmas Love  ,happy
늦었네 자야 되는데 머릿속에 양은 벌써 다 셌어 어떻게든 잠들어 보려 했던 샤워도 또 다시 했어 천장에 니 얼굴이 자꾸 그려지고 눈감으면 끝나버린 우리 Story가 담긴 책이 펼쳐지고 넌 떠나간 후에도 날 이렇게 괴롭혀 어쩌다가 내가 이렇게까지 괴로워 하게 된 건지 내가 뭘 잘못한 건지 우리가 왜 이별인건지도 모르는데 Cause Ur like caffeine 난 밤새 잠 못 들고 심장은 계속 뛰고 그러다가 또 니가 너무 밉고 Like caffeine 멀리하려고 해도 잊어보려고 해도 그럴 수가 어쩔 수가 없잖아 You’re bad to me so bad to me oh girl you’re like caffeine You’re bad to me so bad to me oh girl you’re like caffeine You’re bad to me so bad to me oh girl you’re like caffeine You’re bad to me so bad to me so bad to me yeah 숨을 쉴 때마다 니가 그립다 같은 하늘 아래 있다 생각하니까 더 미친다 이러면서도 난 널 못 놓아 저기 창문 밖 다투는 연인들이 보여 지난 우리 모습 같아 눈물 고여 이봐요 그러지 말고 그녈 감싸줘요 날 봐요 이런 내가 어때 보이나요 널 붙잡을 기회도 내겐 줄 수 없었니 그렇게 쉽게 끝나버릴 가벼운 사인 아니었잖니 아님 내 착각인 건지 우리가 왜 이별인 건지도 모르는데 Cause Ur like caffeine 난 밤새 잠 못 들고 심장은 계속 뛰고 그러다가 또 니가 너무 밉고 Like caffeine 멀리하려고 해도 잊어보려고 해도 그럴 수가 어쩔 수가 없잖아 이렇게 널 미워하다가도 난 함께였던 시간 돌아보면 웃음이 나와 어쩌면 잊기 싫은 건지도 몰라 아니 잊기 싫은가 봐 간직하고 싶은 건가 봐 Cause Ur like caffeine 난 밤새 잠 못 들고 심장은 계속 뛰고 그러다가 또 니가 너무 밉고 Like caffeine 멀리하려고 해도 잊어보려고 해도 그럴 수가 어쩔 수가 없잖아 You bad to me so bad to me oh girl you like caffeine You bad to me so bad to me oh girl you like caffeine You bad to me so bad to me oh girl you like caffeine You bad to me so bad to me so bad to me yeah ,happy
너무 고마웠어 너라는 사람 만나 나라는 사람을 항상 웃게 만들었어 우린 사랑을 했었고 우린 사랑을 했었고 고마워 고마워 정말 여기까지 너무 고생했어 부족했던 나를 안아줘서 정말 네가 행복하길 바랄 거 같아 이젠 사랑을 알았고 이젠 사랑을 알았어 너에게 고마워 그저 바라만 보잖아 우린 여기까지잖아 아무 말도 없이 눈물만 한없이 흐르고 있는 널 보면 이젠 사랑을 알았어 이제 이별을 배웠어 Love you Love you Always in my heart Always in my heart 시간이 많이 지나 서로 무뎌질 때쯤 우리 한 번만 생각하기로 해요 정말 사랑했던 나는 네가 있어 행복했어 그저 바라만 보잖아 우린 여기까지잖아 아무 말도 없이 눈물만 한없이 흐르고 있는 널 보면 이젠 사랑을 알았어 이제 이별을 배웠어 Love you Love you Always in my heart Always in my heart 우리 힘들걸 잘 알지만 문득 두려워져서 마지막 인사를 나누면서 두 눈을 꼭 감고 웃어 이별이 내게 왔잖아 이젠 여기까지잖아 잠시 멍하니 나 서있어 혹시나 돌아올 것만 같아서 이젠 사랑을 알았어 이제 이별을 배웠어 Love you Love you 그저 바라만 보잖아 우린 여기까지잖아 아무 말도 없이 눈물만 한없이 흐르고 있는 널 보면 이젠 사랑을 알았어 이제 이별을 배웠어 Love you Love you Always in my heart Always in my heart Always in my heart Always in my heart ,happy
 나는 아름다운 꿈을 꾼 건진 모르겠네 눈이 부셨던가 그 순간을 잊을 수가 없네 햇살이 좋은 날 운명처럼 다가온 그대 꽃향기가 날 것 같은 그댄 woo woo woo woo 밤새 잠 못 드는 내 맘 알까요 그댄 알까요 wah uh uh 밤새 고민해요 왜 이럴까요 어떻게 하죠 oh woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo 처음 본 그 순간 기억하고 난 기억해요 멈춰진 것 같던 그 시간들 woo woo woo woo 밤새 잠 못 드는 내 맘 알까요 그댄 알까요 wah uh uh 밤새 고민해요 왜 이럴까요 어떻게 하죠 oh woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo 가슴 떨려 오는 감정이 느껴져요 wah uh 원했던 그 사랑 그 사람이 왔네요 wah uh 까만 밤 하늘에 그대 얼굴을 그려봐요 깊어지는 내 맘 알아줘요 woo woo woo woo  ,happy
다가오는 거친 파도를 견뎌 줘 어둠 속에서도 내 손을 놓지 말아 줘 흔들리기도 뒤집혀 버릴 수도 있을 테지만 다 지나가고 나면 찾아올 따스함은 너무 달콤할 테니까 잔잔한 날도 가끔은 일렁이는 날도 네가 있어 준다면 어떤 날이 와도 어떤 파도도 견딜게 Baby want you to Stay with me Don't leave me 비바람이 그칠 때까지 손을 놓지 말고 곁에 남아 줘 고요함 속에 아침이 올 땐 꿈만 같을 거니까 I need you You need me 옆자리를 지켜 줘 너와 가고 싶어 파도가 끝나는 곳까지 다가오는 저 폭풍우를 견뎌 줘 다 지나가고 나서 펼쳐질 그 풍경은 너무 완벽할 테니까 잔잔한 날도 가끔은 일렁이는 날도 네가 있어 준다면 어떤 날이 와도 어떤 파도도 견딜게 Baby want you to Stay with me Don't leave me 비바람이 그칠 때까지 손을 놓지 말고 곁에 남아 줘 고요함 속에 아침이 올 땐 꿈만 같을 거니까 I need you You need me 옆자리를 지켜 줘 너와 가고 싶어 파도가 끝나는 곳까지 가지마 날 두고 가지 마 나 혼자 바다를 견딜 자신이 없어 So stay with me Don't you leave me 손을 놓지 말고 곁에 남아 줘 고요함 속에 아침이 올 땐 꿈만 같을 거니까 I need you You need me 옆자리를 지켜 줘 너와 가고 싶어 파도가 끝나는 곳까지 ,happy
Step by step we’re getting closer The system line is packed to you 겁이 나서 차마 멈춘 나의 소중했던 그 마음 이젠 용기를 내 그대에게 얘기를 해줄게 아직 어색하기만 한 나의 떨림을 마주하면 왠지 기분이 좋은 두근거림 설레게 해 Are we thankful for each other 어디든 달려가줄게 Anywhere My heart’s 그대만 보이죠 아 아 Step by step I’m getting closer My every nerves are packed to you 어린아이 웃음처럼 맘을 간지럽히는 생각뿐 그대에게로 가는 길이 보이죠 거리에 핀 저 꽃처럼 손끝이 닿을 거리일까 You felt like summer Where stories all bloomed 더 숨기진 않아요 아직 어색하기만 한 나의 떨림을 마주하면 왠지 기분이 좋은 두근거림 설레게 해 Are we thankful for each other 어디든 달려가줄게 Anywhere My heart’s 그대만 보이죠 아 아 Fell for you ,happy
 내 손 끝에 그대가 스치면 차가웠던 심장에 온기가 번지죠 살며시 다가가 기대고만 싶지만 그대와의 거리는 좁혀지질 않네요 만질 수가 없어도 돼 안을 수도 없어도 돼 Lonely love Yes I love you 내 운명처럼 그댈 느낄 수 있어요 랄랄라 랄라 랄라 랄랄라 랄라 랄라 랄랄라 랄라 랄라 랄라 내 맘 닿을 수 있어요 두 손을 내밀어 그댈 잡고 싶지만 더 멀어질 것 같아 그대 곁을 맴돌죠 사랑할 수 없어도 돼 닿을 수도 없어도 돼 Lonely love Yes I love you 난 멀리서도 그댈 볼 수가 있어요 만질 수가 없어도 돼 안을 수도 없어도 돼 Lonely love Yes I love you 내 운명처럼 그댈 느낄 수 있어요 랄랄라 랄라 랄라 랄랄라 랄라 랄라 랄랄라 랄라 랄라 랄라 내 맘 닿을 수 있어요 Lonely love  ,happy
I don’t know who loves me And I don't care 어차피 낭비 설렘 따위 좀 겁이 나니까 달콤 쌉쌀한 chocolate 끝 맛은 항상 같지 Like saddest movies 눈가엔 눈물만 난 알아 달콤한 love song 맹세의 그 말도 돌아서면 결국 낯선 그 someone Sorry I’m an anti-romantic 달아나고 싶어 저 멀리 이미 널 쫓는 내 마음이 작은 불씨로 타올라 Sorry I’m an anti-romantic 더는 믿지 않아 romantic 내 맘 전부를 다 불사르고 까만 재만 남게 될까 두려워 I know that you love me 또 취하게 해 깊이 넌 마치 champagne 이럼 안되는데 다 보이잖아 끝이 숙취보다 지독히 힘들 거잖아 자 이쯤에서 끝내 So stupid 달콤한 love song 사치스러운 rom com 행복했던 만큼 계산서엔 red line Sorry I’m an anti-romantic 달아나고 싶어 저 멀리 이미 널 쫓는 내 마음이 작은 불씨로 타올라 Sorry I’m an anti-romantic 더는 믿지 않아 romantic 내 맘 전부를 다 불사르고 까만 재만 남게 될까 두려워 Sorry I’m an anti-romantic 달아나고 싶어 저 멀리 이미 널 쫓는 내 마음이 작은 불씨로 타올라 Sorry I’m an anti-romantic 더는 믿지 않아 romantic 내 맘 전부를 다 불사르고 까만 재만 남게 될까 두려워 ,happy
