가수명,노래제목,발매일,가사,좋아요수
다비치,그래도 우리,2018-01-25,아마도 그때쯤 일 거야 헤어짐을 느꼈던 거 우리 같은 일로 매번 싸우던 그 즈음 항상 똑같은 그 자리 두 사람 뭐가 이렇게 다른 걸까 넌 거기 난 여기 더 이상 좁혀지지 않는 우리 사이 같은 날이 반복될 걸 알 것 같아서 선뜻 얘기하지 못해 그래도 함께 있자고 입가에 맴돌지만 참게 되는 말 이대로는 더 이상 행복할 수 없을까 아마도 이때쯤일 거야 사랑을 느꼈던 게 서로 생각하며 매일 그립던 그 즈음 항상 같을 줄 알았어 우리 둘 뭐가 그렇게 좋았을까 넌 이게 난 그게 더 이상 그때로 돌아갈 수 없단 걸 알아 같은 날이 반복될 걸 알 것 같아서 선뜻 얘기하지 못해 그래도 함께 있자고 입가에 맴돌지만 참게 되는 말 이대로는 더 이상 행복할 수 없을까 보고 싶어 듣고 싶어 아무 일 없던 것처럼 다시 사랑한다고 말하고 싶어져 같은 날이 반복돼도 함께 있자고 매번 서로 기대하고 상처받지만 네가 옆에 없는 게 나에겐 더 아플 테니까 불안한 마음 가지고 너에게 갈게 아무 말 없이 그냥 나를 꼭 안아줘 ,4478
정키,그래서 (Feat. 민서),2018-12-05,잠깐 기다려 너에게 할 말이 있어 가끔씩 이상한 기분이 들어서 나도 모르게 사소한 너의 모든 게 익숙한 탓인지 아무런 감정이 더는 들지 않아 가끔은 난 말야 이런 널 마주하기 싫어 어떤 표정을 지어야 할 지 정말 모르겠어 끝이란 게 아냐 이런 날 알아줬으면 해 나도 너만큼 힘이 들어서 얘기하는 거잖아 잠깐이면 돼 우리 서로 떨어지자 이런 말하는 게 나도 쉽지는 않아서 하루하루가 가까워지면 질수록 나라는 사람이 없어지는 기분 너는 모를 거야 가끔은 난 말야 이런 널 마주하기 싫어 어떤 표정을 지어야 할 지 정말 모르겠어 끝이란 게 아냐 이런 날 알아줬으면 해 나도 너만큼 힘이 들어서 얘기하는 거야 싫어진 게 아니야 어쩔 수 없단 말야 누가 잘못한 것도 그저 자연스런 일이야 솔직하고 있잖아 날 사랑한다면 너로 물든 내 시간들이 숨 쉴 수 있게 가끔은 생각해 너의 품 안에 있는 내가 너무 외로워 지치기만 해 견딜 수 없는걸 끝이 다가오면 거짓말처럼 다시 네가 보고 싶어서 그리워하며 찾을 것만 같아서 ,10505
벤,180도,2018-12-07,사랑 다 비슷해 그래 다 비슷해 너는 다르길 바랐는데 넌 뭐가 미안해 왜 맨날 미안해 헤어지는 날조차 너는 이유를 몰라 이젠 180도 달라진 너의 표정 그 말투 너무 따뜻했던 눈빛 네 향기까지도 정말 너무나도 달라진 우리 사랑 또 추억 아직 그대로인데 난 이젠 180도 변해버린 지금 너와 나 남자는 다 비슷해 그래 다 비슷해 너는 아니길 바랐는데 말로만 사랑해 거짓말 그만해 헤어지는 날조차 왜 넌 이유를 몰라 이젠 180도 달라진 너의 표정 그 말투 너무 따뜻했던 눈빛 네 향기까지도 정말 너무나도 달라진 우리 사랑 또 추억 아직 그대로인데 난 이젠 180도 변해버린 지금 너와 나 사랑해 말하지 않아도 너의 눈에 쓰여 있었던 그때가 참 그리워 이젠 180도 변해버린 너와 나의 약속 익숙해진 변명 거짓말까지도 모두 진심이라 믿었던 바보 같던 내 사랑 전부 지쳐버렸어 난 이젠 180도 변해버린 지금 너와 나 이젠 너무나도 그리워진 그때 너와 나 ,166049
스탠딩 에그,바보야 (With 이해리 of 다비치),2017-10-25,제발 다가오지 마 더 이상은 나를 사랑한다는 그런 말은 하지 마 제발 날 내버려 둬 더 이상은 위로받을 때만 나를 찾지 마 잠시 망설이지만 또 전화를 받아 기다렸다는 듯이 또 너를 만나 바보야 아프단 말하지 마 내가 더 힘들잖아 아픔만 나눠주고 또다시 떠날 거잖아 그녀에게 돌아가 그녀 맘에 숨겨 놓은 네 사랑을 꺼내와 남김없이 다 가져와 참고 또 참아 봐도 또 너를 원해 후회할걸 알면서 또 너를 만나 바보야 아프단 말하지 마 내가 더 힘들잖아 아픔만 나눠주고 또다시 떠날 거잖아 그녀에게 돌아가 그녀 맘에 숨겨 놓은 네 사랑을 꺼내와 남김없이 다 가져와 내 눈을 피하지 마 단 한 번이라도 좋아 더 이상은 그녀를 찾아가지 않겠다고 말 좀 해봐 사랑하지 않는다고 거짓말이라도 괜찮아 바보야 그녀에게 가지 마 네가 더 힘들잖아 사랑만 모두 주고 또다시 아플 거잖아 나에게로 돌아와 그녀 맘에 숨겨 놓은 네 사랑을 꺼내와 남김없이 다 가져와 표정은 굳어가면서 담배만 피워대면서 미안하단 말하지 마 네 말 끝에 내 맘이 타 ,24592
김나영,널 떠올리는 밤,2018-11-15,너였던 날들도 지나갔나 봐 이렇게 혼자인걸 보니 우리 마지막 그날도 바람마저 쓸쓸했던 오늘 같은 밤 불어오는 가을 바람에게 물었어 누군가 미칠 듯 그리워질 때가 있냐고 떠올린 순간부터 가슴이 아파오는 그런 사람이 잊지 못할 사랑이 네가 있었던 이 밤 함께 했었던 이 밤 깊어질수록 자꾸 네가 떠오르는 밤 여전히 너라고 이렇게 널 불러보면 네게 닿을까 넌 곁에 없지만 널 떠올리는 밤 정말 잘 지내다가도 문득 네가 떠오르는 오늘 같은 밤 서로 더 좋아한다고 말하던 누구보다 행복했었던 그때의 너와 나 떠올린 순간부터 너무 그리워지는 그런 우리를 잊을 수가 없나 봐 네가 있었던 이 밤 함께 했었던 이 밤 깊어질수록 자꾸 네가 떠오르는 밤 여전히 너라고 이렇게 널 불러보면 네게 닿을까 넌 곁에 없지만 널 떠올리는 밤 사랑한다 했었잖아 영원하자 했던 너잖아 너 없이 난 혼자 남아 울고 있잖아 네가 사라진 이 밤 너와 멀어진 이 밤 익숙해지지 않아 너 없이 도저히 난 한번만 단 한번만 사랑했던 날 돌아봐 날 떠나지마 넌 곁에 없지만 널 떠올리는 밤 ,5791
윤건,너도 그냥 날 놓아주면 돼,2018-11-29,반복돼 오늘도 이렇게 힘겨운 스물네 시간 반복돼 오늘도 머리속엔 온통 너라는 사람 또 반복해 오늘도 너에게 하지 못한 말 수없이 반복해 나도 모르게 너와 함께 듣던 이 노래 마지막까지 날 걱정해주던 니 눈빛 잘 알아 그만큼 우리 미치도록 사랑했잖아 늘 안쓰러워하던 그날들이 지나가면 이젠 너도 맘 아플 일 없을 거니까 흔들리지마 이젠 나는 괜찮아 너도 이젠 너의 갈길 그대로 그냥 가면 돼 내가 널 놓을 수 있게 너도 그냥 날 놓아주면 돼 아픈 기억들만 내게 두고 제발 가 반복돼 오늘도 이렇게 멍청히 하루가 또 반복해 나도 모르게 너와 함께 듣던 이 노래 마지막까지 날 위로해주던 니 눈물 잘 알아 그만큼 우리 미치도록 힘들었잖아 사랑한 만큼 아프던 그날들이 지나가면 이젠 너도 좋은 기억만 남을 거니까 흔들리지마 이젠 나는 괜찮아 너도 이젠 너의 갈길 그대로 그냥 가면 돼 내가 널 놓을 수 있게 너도 그냥 날 놓아주면 돼 좋은 기억들만 가지고 제발 가 네가 잘 지냈으면 좋겠어 행복하면 더 좋고 흔들리지마 이젠 나는 괜찮아 너도 이젠 너의 갈길 그대로 그냥 가면 돼 내가 널 놓을 수 있게 너도 그냥 날 놓아주면 돼 아픈 기억들만 내게 두고 제발 가 제발 가 ,132318
권진아,그녀가 되길,2016-09-19,나 알고 싶어요 알고 싶어요 너를 오늘보다 오늘보다 더 사랑하는 법 너무 어려워요 어려워요 항상 난 나만 아는 나만 아는 어린 소녀라서 난 오늘도 꿈꿔요 그녀가 되길 그녀가 되길 슬픈 그댈 위해 난 오늘도 기도해요 넌 나로 인해 나로 인해서 행복하기를 현명하게 성숙하게 지혜롭게 그댈 즐겁게 아름답게 따뜻하게 난 오늘도 꿈꿔요 그녀가 되길 그녀가 되길 슬픈 그댈 위해 난 오늘도 기도해요 넌 나로 인해 나로 인해서 행복하기를 난 오늘도 꿈꿔요 그녀가 되길 그녀가 되길 슬픈 그댈 위해 난 오늘도 기도해요 넌 나로 인해 나로 인해서 이 삶에 빛이 가득하게 난 오늘도 꿈꿔요 그녀가 되길 그녀가 되길 슬픈 그댈 위해 난 오늘도 기도해요 넌 나로 인해 나로 인해서 행복하기를 나 알고 싶어요 알고 싶어요 너를 오늘보다 오늘보다 더 사랑하는 법 ,8078
이소라,슬픔 속에 그댈 지워야만 해 (이현우),2011-10-30,창가에 불어오는 가을바람은 텅빈 마음을 스쳐 가는데 차가워진 벽에 기대어 멀리 밝아오는 새벽하늘 바라 보아요 보고 싶지만 가까이 갈 수 없어 이젠 그대 곁을 떠나 가야해 외로웠었던 나의 메마른 그 두 눈에 길고 따뜻한 사랑을 주었던 그대 곁을 이제 떠나는 것을 후회할지도 모르지만 그댈 사랑하기 때문이야 그대만을 사랑하는 걸 잊을 수는 없지만 슬픔 속에 그댈 지워야만해 눈부신 햇살아래 많은 사람들은 웃음 지으며 걷고 있지만 차갑게만 느껴지는 가을하늘처럼 온 세상이 낯설게 보여 사랑하지만 떠날 수밖에 없어 지금 이순간이 너무 힘들어 어두웠지만 나는 알 수 있었어 그대눈가에 흐르는 눈물이 난 그대에게 상처만을 주지만 언젠간 내마음을 이해할 수 있겠지 그대 곁을 이제 떠나는 것을 후회할지도 모르지만 그댈 사랑하기 때문이야 그대만을 사랑하는 걸 잊을 수는 없지만 슬픔 속에 그댈 지워야만해 사랑하는 그대여 안녕 ,6872
다비치,내가 더 사랑하는 일,2018-01-25,네가 곁에 없는 것보다 날 외롭게 하는 건 우리 이제 멀어진 걸 아는데 혼자 여전히 네 생각뿐인 나 왜 같은 마음일 수 없니 왜 이렇게 애써 사랑을 지켜야 하니 후련하게 네 마음을 내게 말해주겠니 더 많이 사랑하는 게 잘못인 거니 처음 우리 좋았었는데 더 바랄게 없었지 바쁜 날도 잠깐 보고 싶다며 집 앞에서 날 기다려주던 너 왜 같은 마음일 수 없니 왜 이렇게 애써 사랑을 지켜야 하니 후련하게 네 마음을 내게 말해주겠니 더 많이 사랑하는 게 잘못인 거니 변해버린 널 알지만 그래도 이것도 사랑이란 걸 알아 왜 나만 이렇게 아프니 왜 시간은 우리를 점점 시들게 하니 후련하게 네 마음을 내게 말해주겠니 더 많이 사랑하는 게 내 잘못인 거니 ,6056
김나영,그 한마디,2018-11-15,내가 이 길의 끝에 선 이유 한마디도 못하고 와있던 나 아무 데도 닿지 못할 걸 알아서 슬퍼져 눈을 감아도 느껴지는 네 마음 외면하고 온 이유 한마디도 못하고 등 돌려 혼자 있던 날 나를 더 원망했었어 날 떠나가지 말아 줘 그 말이 뭐 그리 날 잊지 말아 달라고 그 말을 또 못했어 그 한마디가 난 바보같이 진심을 전하지 못해 다시 또 작아져 또 난 내가 이 길을 다시 돌아가도 달라지는 게 없을 우리가 눈 감아도 보여서 더 아무것도 못 하는 나를 더 원망했었어 날 떠나가지 말아 줘 그 말이 뭐 그리 날 잊지 말아 달라고 그 말을 또 못했어 그 한마디가 난 바보같이 진심을 전하지 못해 다시 또 작아져 또 난 이대로 너를 떠나 보낸다면 안 될 것 같아 정말 네가 있어야 해 네가 있어야만 하니까 날 떠나가지 말아 줘 그 말이 뭐 그리 날 잊지 말아 달라고 그 말을 또 못하고 그 한마디를 네 뒷모습에 조차도 전하지 못해 다시 또 작아져 또 난 이대로 ,23977
2NE1,아파 (Slow),2010-09-09,내가 준 신발을 신고 그녀와 길을 걷고 아무렇지 않게 그녀와 kiss하고 내가 준 향수 뿌리고 그녀를 품에 안고 나와 했던 그 약속 또 다시 하겠죠 우린 이미 늦었나 봐요 우리 사랑 끝난 건가요 아무 말이라도 좀 내게 해줘요 Oh 우리 정말 사랑했잖아 되돌릴 순 없는 건가요 오늘밤 나 많이 아파요 변했니 네 맘 속에 이제 난 더 이상 없는 거니 난 널 널 생각하면 너무 아파 아파 아파 아무것도 아니란 듯 내 눈물 바라보고 태연하게 말을 또 이어가고 아니란 말 못하겠다고 그 어떤 미련도 후회도 전혀 없다고 잔인하게 말했죠 우린 이미 늦은 건가요 우리 사랑 끝난 건가요 거짓말이라도 좀 아니라고 해줘요 이젠 더 잘할 수 있는데 다시 만날 수는 없지만 오늘 밤 나 많이 아파요 변했니 네 맘 속에 이제 난 더 이상 없는 거니 난 널 널 생각하면 너무 아파 아파 아파 더 이상 예전의 네가 아니야 내가 사랑한 너와 지금의 네가 너무도 달라서 그저 멍하니 멀어지는 널 바라보고만 서서 울었어 No way I can't recognize you're not mine anymore 변해야 했니 돌아올 순 없니 꼭 변해야 했니 돌아와줄 순 없니 변해야 했니 돌아올 순 없니 왜 변해야 하니 계속 사랑할 순 없니 끝인 거니 네 맘 속에 이제 난 더 이상 없는 거니 난 널 널 생각하면 너무 아파 아파 아파 아파 아파 아파 아파  ,42257
아이유,느리게 하는 일,2010-12-09,느리게 느리게 느리게 그대를 잊으려 해요 빠르게 빠르게 가는 시간보다 더 천천히 잊으려 해요 그대가 알면 알게 된다면 서운할 지 몰라서 느릿느릿하게 잊는 버릇 들여가죠 조금만 더 사랑할게요 조금만 더 기억할게요 바닥에 흘린 이 눈물이 마를 때까지만 오늘만 더 견뎌볼게요 오늘만 더 기다릴게요 내 생각나고 그러면 언제든지 보러 와줘요 싫은데 싫은데 싫은데 거짓말 하게 되네요 그래서 그래서 우리 헤어진 일을 아무도 모르고 있죠 그대가 알면 알게 된다면 뭐라 할 지 몰라서 그댈 물어보면 잘 지낸다 대답하죠 조금만 더 사랑할게요 조금만 더 기억할게요 바닥에 흘린 이 눈물이 마를 때까지만 오늘만 더 견뎌볼게요 오늘만 더 기다릴게요 내 생각나고 그러면 언제든지 보러 와줘요 가끔은 그대가 미워요 문득 혼자라고 느껴질 때 별 거 아닌 일에 울고 말 때 그럴 때 그래도 나 사랑할래요 그래도 나 기억할래요 이별이 남긴 이 아픔이 멈출 때까지만 며칠만 더 견뎌볼래요 며칠만 더 기다릴래요 언젠가는 돌아와 잘못했다 하고 미안하다 하고 다시 시작하자 할까 봐   ,48854
김나영,가끔 내가,2014-06-27,무슨 말이라도 좀 해봐 잘못 나온 말이 였다고 헤어지잔 너의 그 말에 털석 주저 앉은 날 그냥 바라보고 있는 너 그런거니 내손조차 잡을수도 없을만큼 내가 싫어졌니 날 사랑했던 니가 니가 멀어져가 늘 나만알던 니맘 니맘 남겨둔채 나 혼자 갖긴 너무 힘든 다 지워 내긴 너무 많은 우리 사랑을 혼자하기엔 너무 아파 난 좀 다를 것만 같았어 이별을 한 뒤에도 쉽게 잊을거라 믿었어 근데 가끔 숨도 쉬지 못할 만큼 너무아파 그냥 울고 있어 날 사랑했던 니가 니가 멀어져가 늘 나만알던 니맘 니맘 남겨둔채 나 혼자 갖긴 너무 힘든 다 지워 내긴 너무 많은 우리 사랑을 혼자하기엔 너무 아파 더 얼마나 아파야 내가 떠난 너를 그래 너를 잊을수가 있을까 아무리 널 지워봐도 매일 넌 그 자리에 널 사랑하는 내가 내가 여기있어 수많았던 추억 모두 간직한 채 혹시라도 가끔 니가 힘들어서 가끔 내가 그리울때면 미안해말고 내게 와줘 그래 가끔 내가 생각날땐 ,49070
정키,니가 내 곁에 머물렀던 시간 (Feat. 육성재 of BTOB),2018-12-05,무슨 말이든 해 봐 울고만 있지 말고 또 짓궂은 장난이라고 자주 다퉜긴 해도 요즘 괜찮았잖아 왜 이제 와 이러는 건지 함께 나눈 추억이 많아서 맘처럼 쉽지 않아서 더는 만질 수도 볼 수도 없는데 어떻게 그래 매일 밤을 새던 그 전화도 지겹던 그 다툼들도 이 순간도 그리워 니가 내 곁에 머물렀던 시간 오늘은 어땠는지 힘들진 않았는지 또 말 못 할 고민들 속에 붙잡으면 멈출까 돌아서면 잊을까 난 준비도 못 했었는데 함께 나눈 추억이 많아서 맘처럼 쉽지 않아서 더는 만질 수도 볼 수도 없는데 어떻게 그래 매일 밤을 새던 그 전화도 지겹던 그 다툼들도 이 순간도 그리워 니가 내 곁에 머문 시간 실감이 안 나서 다시 물었어 내겐 익숙한 네 목소리 그 온기로도 나는 알 수 있었다고 정말 할 말들이 많았는데 아무 말도 할 수 없었어 헤어진단 게 내겐 너의 곁에 머물던 시간이 이젠 다 거짓말 같아서 나의 하루가 너로 물들던 추억들에 난 매일 밤새 듣던 목소리가 안았던 그 온기들이 왜 이렇게 그리워 마치 꿈처럼 아련해서 못 잊어 니가 내 곁에 머물렀던 시간 ,27569
김나영,그래 그래,2016-10-18,그래 그래 헤어지자 그래 우리 헤어지자 내 사랑이 니 마음에 들지 않다면 그래 그래 나도 너를 싫어해서 그래 라고 그런게 아니야 니 두 눈에 내 모습이 보이지 않아서 너를 보내는 거야 사랑한대로 사랑한 그대로 난 점점 멀어지는 널 바라보고 있어 너 없는 채로 텅텅 빈 이대로 난 아무 말도 못한 채 그냥 아파해야만 했어 유난히도 따뜻했던 오늘 우린 왜 이별을 한거야 많은 사람들 중에서 나만 울게 하고 그냥 떠나면 되니 사랑한대로 사랑한 그대로 난 점점 멀어지는 널 바라보고 있어 너 없는 채로 텅텅 빈 이대로 난 아무 말도 못한 채 이대로 널 보내고 서있어 그럼 안되잖아 날 혼자 버려두고 모른 척 그냥 다른 사랑하면 잠시 거짓말이라도 난 괜찮아 날 잊지 말아줘 사랑한 때로 너와 나 그때로 난 아주 잠시라도 돌아갈 순 없을까 너 없는 채로 너 없인 이대로 나 견디지 못하는걸 누구보다 니가 잘 알잖아 ,17030
김나영,헤어질 수 밖에,2017-10-20,밤하늘 속 별처럼 너와 내가 눈부셨던 기억 추억 너무 많아서 우리 사랑도 별빛 같았어 영원할 줄 알았던 우린 오늘 무너지고 말았어 그만 하자는 너의 한마디 말에 더 사랑 못하고 헤어질 수 밖에 없는 우리 더는 우리가 보낼 시간조차 없게 헤어질 수 밖에 없는 우리 어떻게 하면 나 돌아서는 너처럼 쉽게 떠나 보낼 수 있을까 꿈인 줄만 알았어 꿈이기를 눈을 감고 빌었어 숨이 막혀서 아무 말도 못하고 잡을 수도 없이 헤어질 수 밖에 없는 우리 더는 우리가 보낼 시간조차 없게 헤어질 수 밖에 없는 우리 어떻게 하면 나 돌아서는 너처럼 쉽게 떠나 보낼 수 있을까 오랜 시간 함께 해왔던 우리 이름과 모습 기억들 전부 다 그래 전부 다 흘러 잊혀질 수 밖에 없는 우리 그래 우리가 함께 했던 기억 모두 다 잊혀질 수 밖에 없는 우리 시간 지나면 언젠가 돌아서던 너처럼 떠난 너를 잊을 수 있을까 ,47234
