가수명,노래제목,발매일,가사,좋아요수
허각,흔한 이별,2018-11-28, 매일 집으로 돌아가는 익숙한 골목 거리 사이 불어온 볼 스치는 차가워진 이 바람을 따라 걷다가 네 생각이 나 잘 지내니 많이 바쁘게 지냈나 봐 너 없는 하루가 왜 그리 느리게만 가는지 했던 게 어제 일만 같은데 어느새 까맣게 잊고 살았나 봐 이 계절이 널 기억하고 있나 봐 우리가 헤어진 게 이맘때였어 그때는 왜 그렇게 세상을 다 잃은 것만 같던지 지나 지나고 보니 흔한 이별인 듯 살아져 너도 나처럼 어느새 잊었을까 참 사랑했었던 애틋했던 우리 사이 이젠 남들과 같나 봐 지나보니 알 것 같아 다 내 잘못이었다는 걸 들릴 듯 말 듯하게 나 혼잣말로 미안했다며 별일은 없는지 너를 불러봐 이 계절이 널 기억하고 있나 봐 우리가 헤어진 게 이맘때였어 그때는 왜 그렇게 세상을 다 잃은 것만 같던지 지나 지나고 보니 흔한 이별인 듯 살아져 너도 나처럼 어느새 잊었을까 참 사랑했었던 애틋했던 우리 사이 이젠 남들과 같나 봐 생각보다 많이 무뎌진 것만 같아서 조심스레 괜찮다 말해 볼 스치는 바람 따라 살며시 너를 싣고서 이젠 보내줄래  ,81915
포맨 (4MEN),눈 떠보니 이별이더라,2017-10-24, 분명 나는 꿈을 꾼 거다 눈 떠보니 이별이더라 휴대폰을 확인해 봤더니 다시 봐도 이별이더라 헛웃음만 흘러나왔고 두 다리는 풀려 버렸고 문득 스친 네 얼굴 생각나 눈물이 하염없이 쏟아지는데 대체 무슨 짓을 한 건데 엎질러진 물에 난 젖은 채로 꼼짝 못하고 그 수많은 이별 뒤에도 넌 분명히 사랑이었다 정말 내 옆에 있었잖아 늘 여기 있었잖아 네가 날 떠나가면 그냥 가버리면 이런 식이면 나 곤란한데 눈 떠보니 이별이더라 이건 절대 현실이 아니야 눈 감으면 꿈이 될 거야 애써 부정해봐도 이별이 맞잖아 눈물마저 말라버리고 네 이름만 중얼거리고 움직이지 못하고 웅크린 채 너만 외치고 그 수많은 이별 뒤에도 넌 분명히 사랑이었다 정말 내 옆에 있었잖아 늘 여기 있었잖아 네가 날 떠나가면 그냥 가버리면 이런 식이면 나 곤란한데 꿈만 같던 사랑도 다 이별하면 현실이야 알람 하나 없이 깨어나 한 번만 더 기회를 줘 다시 하면 잘할 텐데 내가 바보 같아 화가 나 참을 수가 없다 그 수많은 이별 뒤에도 당연하게 이별이 온다 정말 가슴을 찢어 놔도 네가 날 짓밟아도 나 아닌 딴 사람과 평생 사랑해도 나는 너 아니면 곤란한데 평생 나는 너 아니면 안 되는데 눈 떠보니 이별이더라  ,115795
이소정,함께 했는데 이별은 나 혼자인 거야,2021-02-19, 이젠 누군갈 만나는 게 난 아직은 힘이 들것 같아 다시는 믿고 싶지 않아 왜 난 사랑을 하면 할수록 뭐 그리도 어려운 건지 홀로 남겨질 내게 또 미안해 날 사랑한다며 절대 안 떠나겠다며 너를 많이 사랑했는데 모든 걸 함께 했었는데 이별은 나 혼자인 거야 왜 이런 거냐고 잠시 내가 미워진 거라면 기다릴 수 있어 네가 돌아올 때까지 날 놓지 말아 줘 애써 날 위해주는 척하는 너의 그 뻔한 표정에서 네 맘의 끝을 봤어 착각이길 바랐어 이러지 말아 줘 맘이 찢어질 것 같아 너를 많이 사랑했는데 모든 걸 함께 했었는데 이별은 나 혼자인 거야 왜 이런 거냐고 잠시 내가 싫어진 거라면 기다릴 수 있어 네가 돌아올 때까지 날 놓지 말아 줘 나만을 바라보겠단 너를 믿고 네게 모든 걸 주고 사랑했었어 그래 내가 널 보내야겠지 내가 부족한 탓일까 정말 많이 사랑했는데 네 품에 안기고 싶은데 다시 널 기다리는 내가 참 비참해 보여 다시 내게 돌아와 준다면 나 울지 않을게 그땐 내 곁에 있어줘 날 놓지 말아 줘  ,47772
이우,이별행동,2019-10-06, 자꾸만 연락을 피하고 바쁘다며 약속을 미루고 점점 변해가는 네 모습 무심한 말투 조금씩 넌 반대로 가고 있어 다급했던 이별의 순간들 아직도 난 거짓말 같아서 아름답게 웃던 네 모습 볼 수 없다고 생각하면 미칠 듯 아픈데 자꾸만 생각이나 너무나도 사랑했었고 그런 내겐 전부였는데 이젠 너와 난 반대로 살고 있나 봐 사랑해 너밖에 없단 말 그 말 너무나도 그리워서 너를 보낼 수가 없나 봐 너를 저 멀리 보이는 네 모습 웃고 있는 넌 잘 지냈나 봐 찾아가지 말걸 그랬어 믿고 싶었는데 영화 같은 일 내겐 없나 봐 나를 다 잊은 거니 너무나도 사랑했었고 그런 내겐 전부였는데 이젠 너와 난 반대로 살고 있나 봐 사랑해 너밖에 없단 말 그 말 너무나도 그리워서 너를 보낼 수가 없나 봐 행복해 보여 나 없이도 잘 지내는데 어떻게 난 널 잊고 살 수 있을까 웃으며 내 품에 안긴 너 너의 모습이 죽을 만큼 그리워서 보낼 수가 없잖아 너를  ,58746
김나영,널 미워하지 않길 (Prod. By 하동균),2016-12-30, 그게 또 그래 이별이란 게 생각과는 늘 다르게 우리 좋았던 기억만 전부 지우고 나타나 그땐 또 그래 마음이란 게 생각처럼 되질 않고 우리 아프던 기억만 또 전부 가지고 나타나 마음에도 없었던 욕을 한참 퍼붓게 해 날 미워하지 않길 수 많은 밤도 잊지 않길 우리의 기억들은 빛나는 위로가 되기를 우린 사랑했고 아름다웠어 그게 잘 안돼 널 잊는단 게 생각 보다 쉽지 않아 우리 사랑한 기억만 또 자꾸 내 맘에 들어와 한참 동안 아무 일 없던 내 맘 힘들게 해 아직 너는 내게 남아 널 미워하지 않길 수 많은 밤도 잊지 않길 우리의 기억들은 빛나는 위로가 되기를 날 미워하지 않길 기억의 끝에 왜 우린 서로가 왜 멈춰서 사랑의 끝에 왜 우린 서로가 또 멈춰서 이별의 끝에 왜 우린 서로가 왜 멈춰서 우린 아파해야 하나 날 미워하지 않길 수 많은 밤도 잊지 않길 우리의 기억들은 빛나는 위로가 되기를 날 미워하지 않길 기억의 끝 그곳에 우린 멈춰서 사랑했던 기억은 내게서만 달아나고 어느 새부터 어쩌면 우린 서로가 아닌 남이었을까 우린 사랑했고 지금 우린 끝  ,21895
다비치,마치 우린 없었던 사이 (Prod. 정키),2018-07-12, 비 내리는 날 창가에 앉아 서두르던 일상을 달래다 울적해진 마음잡고 써 내려가다 울컥 눈물만 헤어진단 게 낯설기만 해 하루하루를 그저 버티다가 누군가 내게 네 얘길 물을 때면 울컥 눈물만 어두워지면 밤하늘을 헤매다 잠시 잊었던 혼자라는 생각에 밤새 뒤척이다 네 생각에 잠 못 드는 날엔 그저 눈물만 다른 사람을 만난다면 그땐 꼭 바랄게 나보단 너를 더 이해하길 우리 뜨겁게 사랑했던 기억 모두 다 지우고 만난 적 없었던 것처럼 Oh You Oh You 마치 우린 없었던 사이 어두워지면 밤하늘을 헤매다 잠시 잊었던 혼자라는 생각에 밤새 뒤척이다 네 생각에 잠 못 드는 날엔 그저 눈물만 다른 사람을 만난다면 그땐 꼭 바랄게 나보단 너를 더 이해하길 우리 뜨겁게 사랑했던 기억 모두 다 지우고 만난 적 없었던 것처럼 그렇게 뱉어놓은 그 많은 말들은 없어 마치 우린 없었던 사이 다른 사람을 만난다면 그땐 꼭 바랄게 나보단 너를 더 이해하길 우리 뜨겁게 사랑했던 기억 모두 다 지우고 만난 적 없었던 것처럼 Oh You 마치 우린 없었던 사이  ,50085
송하예,니 소식,2019-05-11, 그때의 우리 사랑 뜨겁고 치열했는데 끝나보니 남는건 미움뿐 몇번의 계절을 더 보내야 괜찮아 질까 미련이 듬뿍 남은 하루를 보내 친구들과 통화에 우연히 들은 니 소식 다른 사랑을 시작해 잘 지낸다고 한땐 소중했었고 많이 사랑했었던 우리둘은 이젠 남이 됐고 모르는 사람이야 넌 완벽히 잊었나봐 이렇게 넌 잘사는데 괜한 걱정을 했나봐 나만 힘든가봐 너도 내 소식을 전해 들었으면 좋겠어 아직은 좀 힘들어 한다는 미안한 마음갖고 가끔씩 날 생각해줘 그래야 내 맘이 좀 편할거 같아 니옆에 다른 사람 있다는게 참 낯설어 뭔지 모를 서운함은 이기적인 거니 한땐 소중했었고 많이 사랑했었던 우리둘은 이젠 남이 됐고 모르는 사람이야 넌 완벽히 잊었나봐 이렇게 넌 잘사는데 나만 끝을 미뤘나봐 나만 그랬나봐 솔직한 맘을 말하면 좋은 사랑 안했으면 해 가슴아프게 지내길 바랬어 너는 행복하겠지 많이 설레이겠지 나 없이도 웃는 니 모습에 이제야 실감이나 넌 완벽히 떠났나봐 확실히 날 떠났나봐 난 니가 너무 미워져 행복하지 말아줘 잘지내지 말아줘 좋은 사람 만나 다행이란 말은 거짓말이야 네 소식 들은 그날밤 펑펑 울다가 밤을 샜어 늦어버린걸 알지만 어쩔수 없나봐  ,195293
권진아,이별 뒷면,2018-02-02, 좁은 골목길은 또 하염없이 멀어져 마주앉은 탁자 반대편마저도 뻗어봐도 맞닿을 수가 없어서 내 맘 언제부턴가 긴 그늘을 드리워 우리는 서로가 괜찮다 하는데 완전히 돌아갈 수는 없는 걸 감았다 떠보니 너무 멀리 와있어 이제 이별 뒷면에 서있는 우리 내게 넌 벅차도록 행복했던 꿈 이제 마지막 장을 넘겨야겠어 많이 아플 테지만 언젠가는 해야겠지 그대 이유 같은 거 찾는 얼굴 말아요 우리는 충분히 할 만큼 했는걸 그러니 더 아무 말도 말아줘 그저 날 보면서 예전처럼 웃어줘 이제 이별 뒷면에 서있는 우리 내게 넌 벅차도록 행복했던 꿈 이제 마지막 장을 넘겨야겠어 많이 아플 테지만 언젠가는 해야겠지 후회하지 마요 우리 같이 나눈 시간 그 한 순간도 의미 없는 날은 없었고 또 다시 가도 너일 테니까 이제 내게 넌 벅차도록 행복했던 꿈 이제 마지막 장을 넘겨야겠어 많이 아플 테지만 언젠가는 해야겠지 고마웠어 여기까지  ,58947
아이유,첫 이별 그날 밤,2010-12-09, 멍하니 아무 일도 할 일이 없어 이게 이별인 거니 전화기 가득 찬 너와의 메시지만 한참 읽다 읽다 너의 목소리 마치 들린 것 같아 주위를 둘러보면 내 방엔 온통 너와의 추억투성이 이제야 눈물이 수고했어 사랑 고생했지 나의 사랑 우리 이별을 고민했던 밤 서로를 위한 이별이라고 사랑했단 너의 말을 믿을게  혹시 너무 궁금해 혹시 너무 그리우면 꼭 한 번만 보기로 해  너의 뒷모습 사라질 때까지 봤어 마지막이라서 나 먼저 떠나면 어깨 들썩여 우는 내 뒷모습 싫어서 수고했어 사랑 고생했지 나의 사랑 우리 이별을 고민했던 밤 서로를 위한 이별이라고 사랑했단 너의 말을 믿을게  혹시 너무 궁금해 혹시 너무 그리우면 꼭 한 번만 보기로 해  좀더 예뻐져도 훨씬 더 세련되져도 후회하지 마 나를 놓친걸 누군가 딴 사람 만나면 내게 들리도록 막 자랑해줘  그때서야 끝낼게 내게 돌아올지 모를 너를 꿈꾸는 그 밤을 할말 끝 안녕 내 사랑      ,93391
스웨덴세탁소,우리가 있던 시간,2012-09-07, 생각한다 지난 날들 눈이 부시도록 아름다웠던 사라진다 뜨겁게 안아주던 네 손 끝 향기가 들려온다 너의 그 노래가 날 부르는 목소리가 불러본다 서툴게 날 맴돌던 내 기억 속 그 이름을 짧은 하루라도 숨이 멎을 것 같아 밀려오는 잔상들로 미치도록 그리던 순간들로 또 널 기다려본다 흩어진다 깊게 새겨졌던 우리의 시간들이 잡지 못해 작아진 뒷모습도 이젠 닿을 수가 없잖아 짧은 하루라도 숨이 멎을 것 같아 밀려오는 잔상들로 미치도록 그리던 순간들로 또 널 기다려본다 사라질 것 같던 우리의 시간들이 아직도 날 붙잡고 한번만 더 너를 담게 된다면 그 땐 놓지 않을게 우릴 놓지 않을게 ,26456
강민경 (다비치),사랑해서 그래,2019-02-27, 잘 있니 잘 지내니 나는 요즘 부쩍 네가 보고 싶어 그래 알아 너는 다신 내가 보기 싫지 음 왜 그리 겁이 났었는지 영원한 사랑을 바라던 눈빛 그게 난 숨이 막혔어 그땐 어려서 나밖에 몰랐었어 미안해서 너무 미안해서 돌아가지 못하는 이런 날 이해해 나 다시 너를 만나면 또 같은 이유로 분명 멀어질 걸 알고 있어 참을 수밖에 잊지 못해 어떻게 널 잊어 보내지도 못하는 이런 날 알아줘 바뀌지 않을 나라서 또 같은 이유로 우리 아파할 걸 알고 있으니 괜한 투정에 웃어주던 미운 말들을 안아주던 너는 이젠 내 곁에 없는데 혼자 이렇게 널 놓칠 못하겠어 미안해서 너무 미안해서 돌아가지 못하는 이런 날 이해해 나 다시 너를 만나면 또 같은 이유로 분명 멀어질걸 알고 있어 참을 수밖에 잊지 못해 어떻게 널 잊어 보내지도 못하는 이런 날 알아줘 바뀌지 않을 나라서 또 같은 이유로 우리 아파할 걸 알고 있으니 붙잡아줘 먼저 날 잡아줘 많이 후회했었어 끝내 말 못해서 마지막 너의 표정이 그 슬픈 얼굴이 전부 나 때문인 걸 알기에 참을 수밖에 사랑해서 많이 사랑해서 가늠하지 못하는 시간 지나가도 그래도 변치 않는 건 또 같은 이유로 영원히 널 그리워할 것 같아  ,32177
정효빈,처음이라서,2019-04-16, 떨어질 줄 몰랐던 너의 품도 잡은 손에 스치던 봄바람도 떨리던 입맞춤도 맞춰 걷던 걸음도 내겐 모두 처음이라서 고된 하루 끝을 토닥여 준 것도 작은 편지로 큰 눈물을 준 것도 벚꽃과 여름바다 단풍과 함박눈이 처음이라서 힘든가 봐 나의 첫 사람이 내 첫사랑이 너라서 처음이라서 유난히 아픈가 봐 시간이 지나면 다 무뎌지는 날 언젠가 오겠지 그때까지만 더 아파해볼게 누군가를 위한 노랠 부른 것도 세상에 누군가를 자랑한 것도 너를 떠올리는 게 나를 떠올리는 일이 되는 게 익숙해져 버려서 나의 첫 사람이 내 첫사랑이 너라서 처음이라서 유난히 아픈가 봐 시간이 지나면 널 보며 웃는 날 언젠가 오겠지 그때까지만 더 아파해볼게 사실은 겁이 나 이젠 어딜 가도 너와의 추억만 있을까 봐 그래도 처음이라 힘든 거니까 더 아픈 거니까 처음엔 다 그런 거니까 고생했어 많이 행복했었어 너라서 다 너라서 유난히 좋았나 봐 시간이 지나면 먼 추억이 되어 언젠간 웃겠지 참 좋았어 네가 내 처음이라서  ,58876
아이유,나만 몰랐던 이야기,2011-02-17, 정말 넌 다 잊었더라 반갑게 날 보는 너의 얼굴 보니 그제야 어렴풋이 아파오더라 새 살 차오르지 못한 상처가 눈물은 흐르질 않더라 이별이라 하는 게 대단치도 못해서 이렇게 보잘것없어서 좋은 이별이란 거 결국 세상엔 없는 일이라는 걸 알았다면 그때 차라리 다 울어둘 걸 그때 이미 나라는 건 네겐 끝이었다는 건 나만 몰랐었던 이야기  사랑은 아니었더라 내 곁에 머물던 시간이었을 뿐 이제야 어렴풋이 알 것만 같아 왜 넌 미안했어야만 했는지 내가 너무 들떴었나 봐 떠나는 순간마저 기대를 했었다니 얼마나 우스웠던 거니 좋은 이별이란 거 결국 세상엔 없는 일이라는 걸 알았다면 그때 차라리 다 울어둘 걸 그때 이미 나라는 건 네겐 끝이었다는 건 나만 몰랐었던 이야기     ,110823
윤하 (YOUNHA),오늘 헤어졌어요,2009-12-11, 새하얀 머플러에 얼굴을 묻고 붉어진 눈을 깜빡이며 널 기다렸어 무슨 얘길 하고 픈지 그 말 알 것도 같은데 모르겠어 어색한 눈인사에 목이 메이고 한 발 물러 선 우리 둘 공간에 눈물 터지고 화가 나서 소리치듯 가란 내 말에 벌써 넌 아주 멀리 달아나 버렸어 오늘 헤어졌어요 우리 헤어졌어요 내 맘 알 것 같다면 옆에서 같이 울어줘요 나는 안되나봐요 역시 아닌가봐요 얼마나 더 울어야 제대로 사랑 할까요 귓가엔 심장소리 그대 울리고 지운 니 번호 지울수록 더욱 또렷 해지고 언제부터 어디부터 멀어진 건지 분명히 어제까진 날 사랑 했는데 오늘 헤어졌어요 우리 헤어졌어요 내 맘 알 것 같다면 옆에서 같이 울어줘요 나는 안되나봐요 역시 아닌가봐요 얼마나 더 울어야 제대로 사랑 할까요 참 좋았어 너무 좋아서 더 아프죠 사랑에 또 속은 내가 미워 그냥 나오지 말 걸 그냥 아프다 할 걸 우리 사랑한 기억 그게 널 붙잡아 줄 텐데 너는 내일을 살고 나는 오늘을 살아 아무도 아무것도 날 웃게할 수는 없어 오늘 헤어졌어요 우리 헤어졌어요 내 맘 알 것 같다면 옆에서 같이 울어줘요 나는 안되나봐요 역시 아닌가봐요 얼마나 더 울어야 제대로 사랑 할까요   ,82711
